GE_DE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded,DE_GE,F_source_embedded,F_source_embedded,F_target_embedded,F_target_embedded
148,-45.11084366,-56.84283829,-30.4912262,-5.996077061,-50.84115601,-61.28456497,0.181821972,-24.28288651,148,-39.96931076,-73.6754837,-7.787561417,2.952518225
149,-21.86014748,-7.0627985,-30.29370689,-5.806425095,-19.98524475,-0.256537735,17.19178772,-32.85800934,149,-30.88834953,-38.57538605,-5.977875233,3.402117252
150,-14.78457165,-8.334710121,-28.2593174,-3.747721672,-16.47354507,12.73401642,16.01347542,-33.64102173,150,-26.1308136,-32.55665588,-5.891067982,3.783641577
151,-14.88102055,-8.245046616,-25.97561646,-8.057022095,-15.86507607,13.07300091,16.86215591,-32.59545898,151,-25.92807388,-31.56035995,-6.245862961,3.311130524
152,-14.72474194,-8.005799294,-29.6590786,-5.722225666,-16.05129433,13.48882771,-3.6095047,-13.41096592,152,-28.00084496,-31.27955627,-11.0852356,-4.565086842
153,-13.13697338,-5.583855629,-29.66802979,-5.926426888,-18.59714317,16.38964844,-5.225259781,-12.17115688,153,-29.59451485,-30.79473877,-11.77086735,-4.829319
154,-45.49985504,-56.57567596,-29.10731506,-4.985527515,-50.78521347,-61.76003265,1.142591596,-22.93019485,154,-39.23598862,-73.98567963,-7.691598892,1.530849695
155,-44.94244003,-56.61706924,-28.28534317,-3.540391922,-50.74015808,-60.94430923,8.020220757,-30.30868149,155,-39.18830872,-72.52835846,-5.375217438,5.280612469
156,-45.2047348,-56.80517197,-28.08159256,-3.61207509,-50.99565887,-61.3999176,-1.647330761,-27.73058128,156,-39.78256989,-73.8184433,-10.96086502,4.682544231
157,-46.02922058,-57.29650116,-30.7434845,-28.58275032,-51.55644989,-62.50502777,-11.13018608,-30.15028381,157,-39.8110733,-74.02618408,-19.13527298,7.601709366
158,-45.71407318,-57.21451569,-30.7434845,-28.58275032,-51.48790359,-62.18077469,-25.81878853,-19.78016472,158,-40.02666855,-74.84497833,-22.69895172,5.373986244
159,-44.96446228,-56.75685883,-41.12771225,-12.30306244,-51.04701614,-61.03800201,-25.04583168,-13.8988266,159,-40.30945969,-72.18164825,-25.44898796,1.900244474
160,-43.06288528,-56.69853973,-41.2869339,-12.21359634,-51.10878754,-58.9503212,-26.33103561,-14.66586113,160,-42.04035568,-72.02651978,-25.88503647,2.673211813
161,-44.70369339,-56.50127029,-43.31721115,-9.393222809,-50.44465256,-60.70704651,-18.7451725,-21.07013893,161,-36.43483353,-73.10805511,-19.91564369,2.320683002
162,-45.55314636,-56.79614639,-30.93981171,-28.33785057,-50.87530899,-61.81720734,-18.70913124,-22.0440712,162,-39.65694809,-73.87257385,-19.7172451,2.954238176
163,-43.12366104,-56.65232086,-31.18981361,-1.617696762,-51.05054092,-58.98045349,-26.36839676,-13.45056248,163,-41.22399139,-70.24179077,-26.47867393,2.17690134
164,-42.20877075,-56.48152542,-32.30702209,-1.822023749,-50.887043,-57.95949554,-42.06939697,1.859792948,164,-41.58494949,-69.79990387,-36.90093613,-2.234159708
165,-42.03129196,-56.30912781,-31.62814331,-1.759570837,-50.60479736,-57.83359146,-26.30284691,-15.76500702,165,-41.85982895,-69.60827637,-25.11097717,3.487217188
166,-42.10547638,-56.46685791,-29.73096085,-1.073737979,-50.81874084,-57.84471512,-25.22582817,-13.3605051,166,-41.47289276,-68.72588348,-25.58132172,1.775497794
167,-44.71871567,-57.01242065,-17.60826874,-9.091111183,-51.36907196,-60.92322922,-12.38069439,-18.88084984,167,-40.43093109,-72.83075714,-15.12561321,1.077379823
168,-42.9312973,-56.80805588,-17.60827065,-9.091111183,-51.41838837,-58.68068314,-12.04719925,-18.83337021,168,-41.37527847,-69.29071045,-14.6477356,1.011786461
169,-42.62608719,-56.75617981,-30.36340714,-17.06889725,-51.4103775,-58.3555336,-11.81693935,-17.17734146,169,-41.93719101,-69.89745331,-14.71160889,-1.741970539
170,-42.20251083,-56.6601181,-43.82265854,-8.680374146,-51.11927032,-57.93616867,-12.74700737,-18.95107841,170,-42.33789444,-68.44268036,-15.47036934,1.265043139
171,-41.51308823,-56.36849594,-45.78865051,-6.307281017,-50.46257782,-57.1456604,4.528547287,-24.28242493,171,-41.5374794,-69.15883636,-7.638536453,6.770950794
172,-41.44630051,-56.32847214,-43.43444443,-8.570082664,-50.30053329,-57.10449219,8.541735649,-22.85284615,172,-41.01547241,-68.96671295,-4.199598789,5.082684994
173,-41.7553978,-56.75672531,-44.14464188,-8.544146538,-51.0124321,-57.40500641,-2.278977871,-16.60642815,173,-41.68104172,-68.94863129,-8.397621155,-3.12744236
174,-41.52375412,-56.70243835,-46.04415131,-6.001524925,-50.93527603,-57.19960022,-5.476621151,-17.27600861,174,-41.80820084,-68.37181854,-11.66814709,-1.793982625
175,-40.93457794,-56.74099731,-31.11689568,-16.75403404,-50.34323883,-56.51608276,-4.009225845,-17.10878563,175,-44.40325928,-67.0411911,-10.23144341,-1.724806905
176,-38.43256378,-55.19742584,-31.19213867,-16.91055489,-50.23114395,-51.78201675,-5.81820488,-17.83304214,176,-43.14982986,-63.90867233,-12.0604353,-1.419422865
177,-41.38573456,-57.15563202,-30.58408165,-16.5907402,-51.01158524,-56.75493622,-6.10701704,-17.94530869,177,-45.09485626,-69.13528442,-12.43552876,-1.390887618
178,-39.99683762,-56.24504471,-28.42024994,-9.076730728,-50.32691574,-55.00993729,-9.470515251,-16.34129524,178,-43.04278183,-65.79602051,-15.11763287,-0.453925103
179,-37.99145508,-54.28360367,-28.42024994,-9.076730728,-49.45192719,-51.5025177,-17.0057888,-20.04667282,179,-42.94648743,-63.43366623,-17.8068924,0.46508345
180,-38.94774628,-54.7849617,-28.13624573,-9.706385612,-48.77340317,-53.04946518,-17.37342072,-20.13504791,180,-42.90665054,-64.74170685,-18.25415993,0.616106451
181,-37.48194122,-53.52437592,-30.01631737,-6.034580231,-48.58502579,-51.17094803,-19.25120735,-19.54114342,181,-42.10940933,-61.66864395,-19.10329056,0.194700629
182,-38.66629791,-53.86374664,-29.40899467,-5.781022549,-48.34925079,-52.25828552,-41.6466713,3.882001162,182,-42.53688431,-64.53909302,-36.28328323,-3.426434755
183,-38.20755768,-53.88061523,-27.01540375,-8.366566658,-48.43861771,-52.26226807,-42.11325073,4.022406101,183,-42.40193939,-62.66320038,-36.9447937,-3.455162764
184,-34.4370575,-50.17559052,-30.46801567,-17.06552315,-46.70518494,-45.98337936,-40.40124512,3.394326925,184,-41.48529434,-58.50192642,-36.6503067,-2.442883492
185,-38.21942902,-54.32817078,-48.26532364,0.056615144,-49.48061752,-51.38411331,-43.3504715,5.550261021,185,-43.56760788,-64.20999146,-38.36220932,-4.153291702
186,-44.20243454,-58.66895294,-42.20100403,-8.71216011,-54.65833282,-59.79166031,-43.23171234,5.622908592,186,-44.64874649,-72.1659317,-38.29610443,-4.260840893
187,-44.81598282,-58.86849213,-29.8247509,-15.68650532,-63.6540184,-65.11457062,-42.60651016,5.363878727,187,-43.45359802,-76.54012299,-38.12610626,-4.084678173
188,-44.08320999,-58.48871231,-44.17988586,-8.197000504,-54.51265717,-59.78119659,-38.14367676,-4.736425877,188,-44.79578781,-72.00522614,-37.9721489,0.133761168
189,-38.28302002,-54.57606506,-30.31494904,-17.1150074,-49.32938766,-52.02302551,-38.47284317,-5.044768333,189,-43.10103989,-64.13639832,-38.35216522,0.093933165
190,-40.14487076,-55.86547089,-30.31494904,-17.1150074,-49.67605209,-55.00081253,-43.16500854,3.522303581,190,-42.36509705,-65.41729736,-37.49423981,-3.236439705
191,-48.89112473,-51.56586456,-30.95285606,-5.947985649,-44.09313202,-64.81793976,-40.22587967,-7.342344761,191,-33.86085892,-71.30049133,-39.02596283,-0.624263406
192,-51.37892532,-50.01094055,-32.43851852,-5.908655643,-40.64554596,-66.0269165,-18.88516045,-22.8017292,192,-29.96789932,-73.82400513,-19.80835915,3.47382617
193,-44.80862427,-46.24034882,-32.909832,-6.06485796,-40.00098801,-55.66809082,-17.73481178,-22.15293884,193,-34.883358,-65.61662292,-19.11631584,3.16725564
194,-37.45079422,-37.22180557,-32.49991989,-2.020107508,-33.24599457,-47.12239075,-17.05672073,-27.90284538,194,-28.64725876,-54.74847031,-18.60185814,9.740387917
195,-35.39775085,-43.98029709,-32.54148483,-1.972201467,-39.47108459,-44.68123245,-17.16941643,-27.75003052,195,-36.11466217,-55.16566086,-18.64764786,9.672200203
196,-35.45384216,-44.02358627,-31.83257103,-1.903274298,-39.52252579,-44.76111603,-26.43656731,-15.72319317,196,-35.84096527,-55.44927216,-25.3583622,3.407695055
197,-41.98020935,-46.48410416,-30.54762459,-2.029471636,-41.47571564,-51.94433594,-25.25819206,-17.93225288,197,-33.77275848,-59.67913055,-23.70853615,3.9112432
198,-35.21798325,-45.57740021,-24.6973877,6.401619911,-41.44326782,-45.29162979,-46.54397202,-15.26209545,198,-36.9841423,-56.19373703,-52.86585617,-1.352094173
199,-35.69244003,-43.85092545,-23.20565224,4.200388432,-39.0405426,-44.76370239,-13.06306648,-30.28271866,199,-36.08069992,-55.1314621,-19.31669426,8.977786064
200,-28.24516296,-41.3740387,-20.8063736,-21.58445168,-38.02444458,-37.25424957,-13.73605156,-30.11607361,200,-34.74810028,-47.42415237,-19.48371696,9.335720062
201,-27.57051086,-40.97730255,-20.80636978,-21.58444595,-37.66065598,-36.62533188,-18.36168098,-25.03088951,201,-34.9470787,-46.09000778,-20.15808487,7.707245827
202,-33.47931671,-37.84063721,-22.05342484,-22.50842094,-33.44439316,-42.36922455,-11.96474934,-32.92329025,202,-32.56390381,-49.04065323,-17.71238518,11.77596092
203,-27.08895302,-40.62029648,-10.87402248,-56.08290863,-37.31657028,-36.1585083,-24.75618172,-21.07456207,203,-34.84040451,-46.17378235,-20.83388138,6.574114799
204,-26.02532959,-41.51206589,-47.24635315,-1.72013402,-38.63586426,-35.5451088,-25.24887276,-19.34324646,204,-37.33841324,-45.93297958,-22.71084404,4.866913319
205,-25.32044792,-41.53116989,-46.26247787,-3.821285009,-38.48312759,-34.80577469,-12.54012299,-30.27059174,205,-37.6598053,-45.28033447,-19.27515602,8.595637321
206,-25.01055527,-41.56118011,-45.80493927,-3.867768526,-38.47749329,-34.55569458,-12.54015255,-30.27019501,206,-37.53400803,-45.06475067,-19.27518845,8.595671654
207,-25.46709251,-40.56419754,-28.4256382,-15.85153961,-37.37423706,-34.5782814,-10.2742033,-30.23159218,207,-36.83775711,-44.72840881,-18.42514992,7.761143684
208,-27.0138855,-40.19306946,-20.56676674,-23.94937134,-36.80283356,-36.02058411,-12.0074501,-34.31568146,208,-34.69984055,-45.99576187,-17.63130188,13.13568115
209,-25.73117447,-39.81251144,-47.47438049,-0.665854752,-36.6635437,-34.69614792,-10.88492298,-34.79779053,209,-35.47220993,-45.04462433,-16.80003929,12.83320332
210,-25.67103577,-39.79044724,-47.68568039,-0.791843295,-36.63834,-34.64262009,-10.84745884,-35.23010635,210,-35.90177155,-44.80644226,-16.57344818,13.40160084
211,-25.51987267,-39.13388824,-41.02369308,-9.061971664,-35.98903275,-34.38233185,-11.95567608,-34.32979584,211,-35.07690811,-44.04516602,-17.51969719,13.31253624
212,-26.08979797,-38.35192871,-41.02373886,-9.061928749,-35.10122299,-35.01490784,-12.17290211,-34.7990036,212,-34.35059738,-45.40341949,-17.64877892,13.79212952
213,-26.40969086,-38.62968063,-27.15868378,-10.15102386,-35.32616043,-35.38829422,-9.074074745,-30.49189377,213,-33.91769409,-45.45674515,-17.22609329,7.368556023
214,-26.21911049,-37.79119873,-26.17293739,-11.91380405,-34.42260361,-35.14722443,-22.90321922,-15.91509247,214,-33.34774017,-44.54644012,-23.41410637,2.175494432
215,-26.58771896,-31.77945328,-25.96735764,-12.67983055,-32.14943314,-35.75532532,-6.509529114,-30.55262184,215,-31.9925766,-45.15641403,-15.09862041,7.378921986
216,-27.65043831,-31.03120995,-26.22264862,-14.7087307,-31.08977509,-37.00706863,-2.998244524,-32.53099442,216,-29.47485924,-49.83481216,-13.83154106,8.044029236
217,-26.78462601,-29.86722183,-26.11633301,-14.37927532,-30.31768036,-35.20417023,-2.810825825,-27.21303558,217,-29.05939484,-44.07414627,-11.13584805,5.23610878
218,-26.84050179,-30.32869911,-11.70482922,-57.26009369,-30.69183731,-35.5650177,-3.632161856,-29.70398521,218,-29.59942245,-44.4743042,-12.36127377,6.199782848
219,-26.68762779,-29.96069527,-47.08085251,-1.182283759,-30.42810822,-35.22958755,-4.512487888,-29.98200607,219,-29.16002083,-43.69741058,-13.61952686,6.812694073
220,-27.360075,-5.919101715,-46.81634521,-1.699180126,-23.82832718,-1.683276534,-5.494261742,-29.78159332,220,-34.91566086,-36.76813889,-14.23730755,6.818842888
221,-12.44730473,-0.628587425,-45.80693817,-3.53647995,-17.45489883,21.71784019,-3.414616585,-27.05484009,221,-36.25160599,-36.51311111,-11.94397068,5.124935627
222,-32.10787201,-6.958673,-45.67537689,-3.422388077,-17.54208565,22.39775467,2.150460243,-27.11670113,222,-36.38006592,-36.99370575,-6.518341541,4.523535252
223,-43.59869003,-36.55069733,-45.67537689,-3.422388077,-26.1798439,-46.4645462,5.737875938,-31.01023674,223,-22.50921249,-49.55017853,5.117931843,9.062691689
224,-44.12647629,-36.66131592,-40.67890167,-8.869020462,-56.59133148,-68.85842133,11.36015892,-40.3719902,224,-44.44996262,-81.20214081,6.133221149,9.135196686
225,-77.55224609,-37.62986374,-22.09638405,-22.42453766,-21.50502968,-89.13729858,0.096820116,-24.81636238,225,-8.630208969,-89.47803497,-7.978742123,3.265785694
226,-43.68362808,-36.62729645,-11.82320595,-57.36813354,-26.88916779,-46.16744614,-0.648618817,-25.24323463,226,-48.00889969,-62.23598862,-8.965093613,3.724275112
227,-43.95930862,-36.6525116,-14.18290615,-59.4496727,-56.34280014,-68.87186432,16.70018005,-34.12450409,227,-44.17465973,-81.02427673,-5.496490002,3.833128214
228,-43.95883942,-36.67961121,-22.00601578,-22.27111435,-56.32383347,-68.86375427,33.42227936,-35.3913765,228,-44.2264595,-80.96860504,7.430420876,0.82262677
229,-51.98112488,-44.22483444,-26.04538918,-12.07411671,-33.88915253,-66.23610687,35.060215,-37.16807556,229,-24.12473297,-72.58061218,8.514081001,4.817932129
230,-51.62216949,-44.03569412,-20.53389931,-23.6154995,-54.9227562,-49.4009285,18.68568611,-38.6393013,230,-40.22108078,-66.37910461,7.521962643,5.951372147
231,-40.23684692,-50.99957657,-44.64028168,-3.739276409,-54.98974228,-49.4651947,25.54418564,-41.63087845,231,-46.86239624,-61.21050644,8.54759407,5.211836815
232,-37.45172501,-59.42823792,-45.90848923,-3.648415565,-54.95812225,-52.58874512,35.21570206,-44.9797821,232,-41.82590485,-66.93629456,11.91052341,6.794612408
233,-37.48345566,-59.52140427,-44.40245438,-6.741509438,-54.98049164,-52.59414291,35.34993744,-44.81504822,233,-43.00930405,-67.47431946,12.01494408,6.811894417
234,-37.61284637,-59.90458298,-44.40245438,-6.741509438,-55.39094925,-52.90348816,39.91083145,-40.18742752,234,-48.14702988,-68.64400482,24.57320976,-12.28811264
235,-37.73679352,-60.15102005,-45.08613205,-4.41814518,-55.6801033,-53.19418716,50.14958572,-36.73427582,235,-48.21754074,-68.69312286,25.58005524,-13.1995697
236,-38.77369308,-67.48036957,-47.60023117,0.237861648,-60.23913193,-60.02524567,40.06082535,-40.03783798,236,-49.90938187,-73.46836853,24.72959137,-12.45163918
237,-38.9029541,-68.06854248,-20.94476891,-24.66060829,-60.46728897,-60.68022919,50.39349365,-36.58543396,237,-49.58870316,-74.02711487,25.96536827,-13.25962639
238,-38.80583954,-67.88209534,-29.82391548,-2.151722431,-60.43548203,-60.47997284,49.79590988,-36.58581543,238,-49.70924377,-73.87880707,25.52510452,-13.28701878
239,-38.75471878,-67.45993805,-30.16553497,-2.737580776,-60.29391479,-59.98086929,51.02059555,-36.43720245,239,-50.16417313,-73.05251312,26.44015121,-13.31151867
240,-38.88089371,-67.61016846,-30.11665535,-1.67956984,-60.300354,-60.15856552,49.53057098,-36.62546921,240,-50.03374863,-73.588974,25.26802254,-13.26256371
241,-38.93728638,-68.06067657,-19.454916,-24.35263824,-60.44508743,-60.70358276,50.59369278,-36.37181473,241,-49.19993973,-74.35198975,26.13472748,-13.29626083
242,-40.05817795,-69.09360504,-45.42464066,-4.532799244,-60.93255615,-62.50634766,51.45183563,-36.50711441,242,-49.01447296,-75.22576904,26.86793709,-13.36878777
243,-40.31978226,-69.60381317,-44.08295059,-7.258704185,-60.52505875,-63.2517128,70.29785156,-2.459905386,243,-48.76231003,-75.95938873,67.58419037,-12.46978188
244,-52.40569687,-61.13713074,-32.66254807,-2.015126705,-50.8809967,-70.01945496,69.9859314,-2.441707134,244,-39.18645859,-81.90211487,67.6960907,-12.63784313
245,-52.43780899,-61.11335754,-33.67197037,4.725096703,-50.89066696,-70.22406006,40.68651581,-26.25928497,245,-39.29452896,-81.84284973,11.22201633,-20.2908268
246,-62.07735825,-53.03302002,-34.77332687,4.731999397,-50.09192276,-72.35971069,22.61799431,-19.31925774,246,-38.45797348,-82.22370911,0.90186137,-16.05455589
247,-62.11707306,-52.77832031,-35.43626404,4.77385664,-49.48215103,-72.90594482,40.83143997,-26.32756615,247,-31.94731522,-86.08773804,11.26228142,-19.97411156
248,-62.11564636,-52.44544601,-34.53403473,4.499267578,-49.18810272,-72.96258545,41.28658676,-33.21926117,248,-31.60137939,-86.37918091,24.20738602,-13.50223064
249,-62.24885178,-50.38392258,-34.06604004,4.568032265,-32.13677597,-76.2256546,41.06651688,-33.59066391,249,-31.16701889,-85.83348846,23.93615723,-13.40507889
250,-60.05984497,-48.97690201,-33.72901917,4.742162704,-33.6586113,-71.41857147,42.18361664,-31.25566673,250,-28.77430725,-85.27945709,11.49795246,-19.09263611
251,-60.31615067,-49.06120682,-33.05793381,4.860290527,-33.50402069,-72.05181885,30.38025093,-37.7760582,251,-28.95866585,-85.43634796,10.39669132,2.66695714
252,-61.50829697,-37.21621704,-33.35300446,5.007320404,-20.14017677,-73.29836273,30.79838943,-38.4612999,252,-10.70679855,-76.1856308,10.93523407,3.119685888
253,-62.53818893,-36.61620331,-33.35300446,5.00727272,-19.13605499,-72.38049316,30.20433235,-37.51882935,253,-4.34614563,-77.85674286,10.07207775,2.671267271
254,-62.66771698,-36.44216537,-33.67947769,5.243169308,-19.0240345,-72.21072388,30.38820267,-37.66592407,254,-3.934869289,-78.77212524,10.29255486,2.843973637
255,-61.97126007,-36.85480881,-33.16358948,5.098045826,-19.56610107,-72.65665436,30.90774536,-37.92569351,255,-10.08615685,-76.76260376,11.15155411,2.942331314
256,-63.12828064,-35.48702621,-32.26750183,4.936400414,-16.84501648,-72.58008575,43.12392807,-39.43058777,256,-7.759083748,-76.22598267,12.80660057,2.694054365
257,-67.12618256,-33.6930809,-32.62083817,5.05114603,-12.85425282,-76.15609741,43.60347748,-39.72688293,257,-1.877860785,-75.7312851,13.25822639,2.706823349
258,-68.72563171,-33.40933228,-32.60969543,-5.302679539,-12.13929558,-77.69213104,45.4418869,-44.2302475,258,9.510782242,-76.28833008,15.75262833,4.220419884
259,-77.80741882,-24.08311653,-32.85913086,-5.245447636,-2.984257936,-78.97872162,45.09740829,-44.65196228,259,14.44696808,-76.57524872,15.867486,4.391242027
260,-76.45163727,-25.65465736,-31.55527306,-4.710517883,-7.01015377,-77.82802582,30.64131737,-35.21393585,260,11.67165756,-77.46580505,10.1212635,2.095169067
261,-76.84067535,-25.22105598,-21.85165215,3.474225283,-5.873256683,-78.27651978,16.69561386,-24.13492775,261,13.22309208,-77.70611572,4.788396358,-13.28170872
262,-80.81486511,-22.71677017,-10.97696781,-56.32852173,0.782528043,-82.03979492,17.49980545,-23.26511192,262,19.75019836,-76.99530792,4.523685455,-13.83183956
263,-80.77494049,-22.7876358,-11.38267231,-56.96869278,0.645760238,-82.08988953,19.58650589,-21.59972763,263,19.84453201,-76.92725372,3.427593708,-15.03260517
264,-77.41149902,-24.22860146,-11.38291168,-56.96866989,-3.52128768,-79.09727478,19.58649254,-21.59972763,264,16.74495888,-75.78433228,3.427587509,-15.03259945
265,-79.95153809,-22.70151138,-9.562654495,-52.5448494,0.48707211,-80.83404541,14.6369791,-16.87951088,265,19.27645874,-76.51480103,-0.739517331,-15.19145107
266,-80.55711365,-22.48502541,8.764294624,-61.29256058,1.088704586,-81.45606995,23.7473011,-17.9712162,266,19.94992447,-76.45497894,-0.191739187,-16.54738045
267,-80.24760437,-22.60659218,8.904148102,-61.50495148,0.542180836,-81.21445465,23.38502884,-18.09604645,267,19.9997654,-76.23286438,0.181317285,-16.490942
268,-80.14801788,-22.91738319,8.808069229,-60.84627533,-0.218943611,-81.32313538,15.38991642,-11.78257084,268,17.77908707,-76.67599487,-2.473962307,-20.12026405
269,-76.63259125,-24.14236069,-4.763968945,-30.81630707,-3.903112888,-77.69707489,12.55802059,-15.09572601,269,14.24945831,-77.53513336,-2.928023338,-14.7718029
270,-18.73593712,-1.979503512,-4.448722363,-28.42690659,-33.47319031,32.51491928,-4.832989216,-8.763570786,270,-46.35181046,53.86149597,-11.29280567,-9.253479004
271,-78.81673431,-23.08891106,-6.143334866,-30.84096146,-0.735082448,-78.94100189,12.69234276,-19.07063293,271,16.67256165,-77.22705078,0.172442138,-12.56644344
272,-79.35619354,-22.866642,-20.36395264,6.226166248,-0.683167577,-80.21788788,13.44053459,-22.0136528,272,14.91223526,-74.55993652,1.354005814,-11.84435654
273,-78.79446411,-22.66872597,-16.21803093,7.105884552,-0.787468374,-79.1441803,-1.973902464,-15.39806461,273,16.17291832,-74.01608276,-8.735143661,-4.312794685
274,-80.51170349,-21.34835815,-16.21799469,7.10582304,2.741236925,-80.57318878,-5.853346348,-8.867139816,274,23.99057007,-73.56498718,-11.93993187,-9.119092941
275,-78.3616333,-22.49789429,-5.804870605,-34.25976563,0.269726336,-78.20052338,-29.13800812,-0.084415048,275,16.85460091,-75.46807861,-28.81418228,-4.496833324
276,-79.68283844,-22.17518044,-5.864373684,-34.39410782,0.755978286,-80.23406982,-32.00446701,1.880390882,276,20.25198936,-75.70246124,-30.05000877,-5.002002239
277,-81.17047882,-21.95952225,-5.980391026,-31.13731766,1.857147694,-82.33896637,-33.17334366,9.521281242,277,21.35675621,-75.76199341,-34.52469635,-10.82204247
278,-20.18310547,-2.746159315,-6.02146101,-31.29807854,-26.22674942,29.97283554,-43.78535843,5.807843208,278,-40.15156174,56.48881912,-38.169487,-4.501874924
