GE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BE_GE,F_source_embedded,,F_target_embedded,
3556,-5.695034981,-50.15378189,88.01265717,-4.966342449,6.064555168,85.30419159,23.84212875,-24.26758194,3556,-29.29651642,-30.57717514,20.85854721,65.23199463
3557,-3.515722752,-48.77116394,28.43663979,16.85116577,-36.24473572,-2.14558363,4.122237682,76.56547546,3557,-23.17928886,-33.16078568,25.29767418,59.5333252
3558,-1.565746427,-84.20767212,32.80976486,6.262877941,-31.59913826,13.59375668,10.85775185,-35.3831749,3558,3.350381613,-80.32770538,18.61647987,-4.559657574
3559,33.07246017,-51.47452927,-20.35732651,41.46840286,-56.06557846,-41.00697708,5.369370461,72.991539,3559,-8.82367897,-33.71260071,8.068904877,9.63185215
3560,27.06585312,-65.78766632,-6.906023502,34.04148865,-64.01734161,-21.84262466,18.29791641,-12.9282732,3560,-22.60462189,-44.93848419,7.945644855,45.16962051
3561,37.51190948,-31.36397362,-8.776362419,37.86732864,-65.05974579,-22.92913055,-3.295683384,-18.80445862,3561,44.92940521,-52.90651703,23.42697144,61.78371811
3562,32.73244858,-62.4903717,-12.51204109,33.22584152,-56.72563934,-32.57577896,-19.45892715,65.92818451,3562,-16.48118019,-32.48697281,-19.01483345,56.1869278
3563,-26.10105896,-72.49377441,34.02820206,9.91382885,-32.08416367,5.97725153,9.792243004,-29.97364807,3563,-19.83488846,18.46398354,-3.368196487,7.657960892
3564,43.59320831,-53.35446167,86.86353302,6.14644289,81.79522705,-8.151931763,17.11236382,50.69200516,3564,18.77484322,-22.05903244,67.00930786,35.46145248
3565,-32.05501175,-73.12004089,37.23422241,5.916472435,-28.88611412,16.97322273,40.42832565,69.49591064,3565,-22.24807167,19.35588264,48.06702805,-22.48202324
3566,-6.337558746,-50.09524536,24.14793968,85.36463165,-76.12386322,-22.16180801,-14.55865002,-28.50063515,3566,-31.84188843,-33.59810257,6.828876972,61.41389847
3567,33.85708618,-17.12743378,-20.78564072,75.22016144,-94.28678131,10.24876213,-28.2120533,-28.99243355,3567,70.44841766,-28.89390373,38.05977631,70.00267792
3568,-12.2617178,-49.19100189,14.17789173,93.12767792,-63.23208237,40.17815781,-14.48736858,-3.153518677,3568,-34.48606491,-34.4546051,94.61862946,17.76352501
3569,35.62298584,-59.49520874,-2.069893599,74.95320129,-81.4389267,20.01684952,-7.088948727,-0.172334254,3569,-5.508263588,-23.85085487,87.17842865,9.403048515
3570,18.99417305,-9.096435547,15.93751907,27.22721863,-43.49427032,-19.78832245,-2.445952654,43.28162766,3570,60.02009964,-4.017564297,81.69236755,2.585647345
3571,36.9010582,-45.42794418,-4.238654613,75.1272049,-85.84406281,2.944352627,35.77812958,78.83640289,3571,0.807451308,-31.24100685,22.73494339,67.45267487
3572,-11.05952549,-70.67446136,42.50813293,77.53610229,-75.80490112,-34.2847023,7.002528191,-35.26639557,3572,-9.521359444,-77.69032288,54.9888649,20.76790428
3573,23.07052994,-31.20221138,40.22075272,3.667141199,-19.03325653,-3.116467237,-11.25274754,40.64169693,3573,22.50594902,-55.06633759,1.525080919,0.876148105
3574,2.191943407,-81.64042664,47.85020828,0.786145568,-25.35279274,31.85528946,18.70881271,63.71730804,3574,7.989705563,-83.4148941,2.051689148,15.85823345
3575,0.675271273,-14.37171364,45.06100464,22.01649094,3.53178525,21.21566391,30.08580017,66.08965302,3575,59.80960464,-14.87489796,-7.334022045,-20.96133041
3576,43.29471207,-36.22904587,14.38903141,97.09083557,-66.56399536,41.67145157,27.1446991,63.36714935,3576,54.58478165,-46.80025864,10.23623466,-20.721241
3577,45.2843399,-60.29226685,16.5692749,71.87243652,-74.23474884,30.28026009,-26.38013458,58.32606888,3577,57.85971832,9.105284691,-2.374358654,6.789629459
3578,14.11320782,-24.69281578,46.47076035,9.383670807,-6.636604786,27.76229668,-26.75561523,55.24353027,3578,52.42435455,-61.78152847,12.88266087,-10.44173527
3579,4.795631886,-25.91046524,-16.32960701,78.61727905,-87.25010681,17.98997688,-5.914479256,39.28512955,3579,28.23249817,-56.76288605,1.734295011,-4.444601059
3580,-10.80922222,-70.2780838,70.99544525,30.35266113,87.7261734,10.50861931,-19.42918396,-19.70543289,3580,-11.30058002,-77.48368073,31.66952705,64.96673584
3581,-12.03454685,-2.288752794,60.64738083,-8.281029701,-7.035563946,50.77210999,-21.38886642,31.52692223,3581,-61.88004684,34.33431625,36.58535385,32.80696487
3582,33.58296967,-54.12915421,-36.40764236,-55.2528801,0.64584136,-33.34483719,41.01797867,49.09899902,3582,-11.79044914,-35.18541336,3.569031954,1.110985518
3583,25.37934494,-46.64835739,18.87285233,46.53831863,27.23892975,8.409529686,-7.579595566,-13.55107594,3583,-21.29467773,-62.86420059,-10.0051651,42.02658463
3584,3.334182024,-2.056956053,-16.20936584,76.36657715,-90.78114319,6.217572689,-9.967325211,61.40198135,3584,-64.8732605,35.58211136,3.940038681,40.39600372
3585,4.097609043,-11.36340237,43.56605911,-4.595734596,-14.3086462,3.885143757,16.61066055,62.87522507,3585,61.10784149,-13.54763031,-36.48724365,-27.78196335
3586,39.71531677,-57.31583786,36.50044632,12.18336296,-31.97346115,5.504164219,21.03393936,69.32011414,3586,-5.218667984,-25.64793015,31.2491169,37.51898575
3587,6.81222105,-85.34169006,80.62033081,-8.012939453,-21.30048943,63.02106476,-1.428582549,60.80706787,3587,14.94583607,-71.97947693,53.14121628,18.59756851
3588,17.47664833,-63.4564743,-17.54030418,50.20733643,-49.70890427,-52.51899719,3.267622948,-23.44921875,3588,-25.11634827,-66.50456238,10.43575287,40.91579819
3589,20.31538773,-41.29043579,3.132344246,85.6758728,-70.58609009,39.47273254,-11.2484684,41.2975235,3589,12.91316128,-64.10443115,72.05705261,32.69807816
3590,-3.39497304,-51.57832336,57.81873703,37.32721329,58.16914368,19.95355797,47.46260834,43.66459656,3590,-28.79172707,-33.57144165,7.445036411,66.24885559
3591,-5.089169502,-41.92137146,-21.40469742,78.73150635,-89.07663727,6.473677158,31.62671089,73.57051086,3591,-13.53747272,-3.86653018,23.43867111,11.7470026
3592,40.67719269,-39.26197052,46.17325592,6.261479378,-22.43119812,26.50861931,14.16237068,26.0166893,3592,30.41853905,-31.99553871,-30.40824509,-53.51444626
3593,-0.785659134,-84.64490509,-14.1721077,48.02934265,-52.15950012,-47.24213791,8.803401947,-29.48979378,3593,3.614439964,-81.07361603,59.54720306,28.44898224
3594,-26.27274895,-36.68642426,92.16397858,-1.322260857,23.66500282,-97.52765656,-12.83745575,78.25146484,3594,27.24813271,33.20915604,10.60956001,40.7089119
3595,37.90784454,-48.14480972,-13.0043745,54.2549057,-44.72698212,-55.00874329,23.38832283,77.48259735,3595,-8.550078392,-34.03075027,19.27994537,-0.318705976
3596,17.85720634,-63.73956299,71.43026733,-15.38351059,-11.71864223,21.38080597,8.839120865,50.98519516,3596,-26.1211586,-66.62494659,32.86800766,36.03384018
3597,8.694451332,-83.79673767,-19.34190178,46.58623123,-53.97343445,-47.97552109,-20.88108444,56.96144485,3597,13.44184685,-73.12094879,5.299912453,-0.683190346
3598,-10.63944054,-74.83486938,55.04120636,5.812176704,-4.092442989,32.93748474,9.850712776,-13.36209583,3598,-5.355870724,-78.97498322,39.38362122,28.0941906
3599,-12.60368443,-81.46279907,15.90809155,96.05534363,-59.78591919,24.58194733,6.015420437,-35.53358841,3599,0.104671806,-80.56562805,5.087141514,-13.29618263
3600,-22.21494102,-39.65207291,16.00722122,80.39194489,-56.89208603,32.15314484,38.35968399,49.33353806,3600,40.85787964,43.06763077,94.82906342,17.56718254
3601,-3.146008015,-69.66538239,15.56955719,13.36208153,-55.37579346,-0.136222646,4.869412422,-6.906564236,3601,-13.41986942,-77.28549957,83.38731384,2.729263783
3602,7.418838501,-18.32475662,8.644636154,51.83945084,24.46762276,4.088250637,-16.25470543,80.16907501,3602,58.37964249,-32.34905624,24.12483597,69.09783936
3603,4.348377705,-23.00070763,50.87837601,29.77335548,33.36294174,25.50601387,10.95216465,-14.61158943,3603,52.82209015,-33.80968475,88.50466919,13.04127979
3604,18.63136864,-26.02820587,-44.65765762,35.26199722,-5.504724979,-58.67342758,-5.258127213,30.91732979,3604,53.55119324,-60.60974503,-17.31507111,-16.17839432
3605,-35.40842819,-74.56975555,7.131053448,81.26576233,-75.5725174,32.08922958,-21.28646469,-25.38523865,3605,-25.0815506,21.78206444,4.009393215,5.443589211
3606,-16.69198608,-52.96007156,-14.50354576,20.27624702,-75.06764984,2.163884878,-24.66119194,-28.38262367,3606,-6.759646893,-53.81972504,6.162409782,39.06816483
3607,14.26765633,-24.44081879,55.34669495,5.708490372,-1.106703639,34.94095993,25.64499474,-19.59625053,3607,53.76849747,-60.95161438,-14.85888195,86.94641113
3608,25.17609024,-10.46393871,15.76565647,25.20061684,-44.340065,-19.96595764,-31.41265869,35.7244606,3608,61.62087631,-4.900711536,5.518424034,8.916828156
3609,-1.781772137,-47.03308105,23.0974617,86.62670135,-76.93544006,-19.95914459,-10.95534515,-10.36520004,3609,-17.44339561,-12.70087624,15.40074921,64.03199768
3610,-2.130264521,-69.85193634,-22.43573189,26.6974411,-77.35826874,5.750442028,-3.466021299,50.78033447,3610,-13.95246696,-77.41112518,62.78227615,43.8483963
3611,-16.85185242,-48.80448151,-49.46460724,51.81366348,-18.91674614,-66.13681793,-29.8064003,26.2916069,3611,-37.94451141,-34.11328506,88.85482788,12.97800064
3612,43.30842209,-50.94277954,15.7980566,22.68032646,-49.3198204,-13.77237415,22.82959366,-34.75561523,3612,23.41107559,-21.93925285,94.36473846,14.11467838
3613,-42.35329819,-5.451813698,31.48875237,43.84929657,36.53079605,14.10198879,-6.072421551,38.6844101,3613,-57.1702919,23.11468697,19.8272171,-0.800203383
3614,48.0864296,-37.21686935,95.25447083,-9.256687164,6.741427422,85.71114349,33.95285416,-23.78333092,3614,72.61471558,-22.8628006,-17.18336105,91.03811646
3615,12.86265373,-39.44704819,17.26504135,90.17349243,-59.99930573,26.03880501,-20.23290253,-25.46826363,3615,19.59565544,-66.63968658,16.70798302,-2.296535969
3616,15.29562569,-21.57493973,-25.40748405,23.99184227,-80.73847198,-1.006493926,20.04975128,46.80849075,3616,62.90951157,-30.34709358,-25.95383453,-14.4362812
3617,49.87200546,-38.41189957,-1.550736189,86.77942657,-80.47266388,15.48831844,-15.20584869,-26.18386459,3617,66.98619843,-12.38687611,-18.12498283,30.86387444
3618,27.14827347,-64.20055389,-10.49582863,76.75345612,-86.49533081,7.91121912,-23.7042675,28.52434731,3618,-21.06694221,-41.77641678,20.97150421,-0.166254401
3619,22.51222038,-23.83907318,-15.3395977,76.96214294,-87.82467651,2.367813349,32.13076401,69.14496613,3619,59.20985413,-53.72174072,4.3705616,-14.90603733
3620,34.09069061,-56.70940018,3.052703857,85.78474426,-71.27420044,39.15252686,-32.90445328,36.56412125,3620,-15.08807659,-33.15937042,-22.48675346,-0.904339373
3621,-30.56749344,-35.95296097,14.57692528,48.0833168,24.22993851,7.553623676,13.50910378,-27.34695053,3621,-27.21307755,37.35021591,-3.920240164,-24.2948494
3622,-29.26501846,-82.85571289,22.41282082,23.2134819,-43.25092697,-10.94159222,-25.32634735,58.42566299,3622,2.913203716,-54.26210403,51.60277176,16.87881279
3623,-28.43810081,-31.58406639,-2.822896004,29.49044991,-56.47619247,-25.6623764,6.105352402,-16.07991028,3623,35.37401199,31.55440521,36.80498886,70.91996765
3624,-0.574461639,-43.64725113,49.73470306,0.01363752,-22.72499466,34.54226685,24.02583504,75.31961823,3624,3.581791162,-2.160480499,13.56794071,-6.980978966
3625,7.632769585,-4.711745739,59.47296524,-8.61356163,-19.93966103,48.12034225,11.48214912,45.39983368,3625,58.26018524,-4.253474712,5.837200642,14.32106876
3626,3.960140467,-19.51749611,22.11585617,19.6843338,-45.25769424,-9.187212944,15.69889164,25.31865883,3626,57.94851303,-29.73046303,-12.14597797,-13.21625519
3627,11.56360626,-37.75971222,48.97789383,9.396778107,-6.138783455,29.12376213,-16.88797188,64.00050354,3627,23.83517265,-61.95155334,26.80243111,60.6904068
3628,14.26580906,-21.21111488,28.7484169,17.38249969,-37.31080627,-4.000110149,-21.1668148,63.91608047,3628,57.57553864,-34.93107605,29.0953064,28.94840622
3629,-16.32485199,-45.68512344,-21.88394547,25.55448723,-78.95470428,1.307257533,13.05786705,-27.24797058,3629,34.49090195,59.09083557,-74.91000366,-51.46430969
3630,-19.04681969,-79.59928131,-34.9259491,40.58348846,-33.20085144,-44.74992752,57.96121597,55.43982697,3630,-3.244410992,-74.38380432,23.48770905,61.5450058
3631,27.57259369,-60.00342941,28.11510086,18.99446678,-39.58724976,-8.627020836,-31.68161011,32.19373703,3631,-24.24065018,-55.44364166,36.78506851,69.68598938
3632,-17.46125793,-9.804291725,-40.37691498,39.37029266,-22.17668343,-49.63642883,-7.471992016,-1.546083331,3632,-49.84523392,41.52790833,61.91182709,50.22386169
3633,36.16281509,-32.47028732,23.39233971,75.78702545,-73.64093018,-22.94026566,52.09933472,65.37586975,3633,47.23681641,-52.7947731,51.59385681,-18.19392395
3634,39.98200989,-54.33234024,-8.070058823,18.13518906,-33.39501572,-37.24624252,23.53810501,72.33750916,3634,-7.826553822,-31.05478668,5.575343132,5.458026886
3635,-32.62100983,-72.71318054,-11.11266327,12.06610107,-14.13276196,-30.77598953,-19.42547417,31.76266479,3635,-24.25236893,21.29312706,6.115692139,64.03359222
3636,-18.7535305,-63.06962967,7.285579205,50.15547943,20.46632004,6.126108646,1.198938966,-3.7960186,3636,-4.817639351,-54.48476028,-36.09379578,-27.83264732
3637,-15.758358,-5.867966652,24.41043472,87.51081085,-73.72541046,-25.98438835,-9.390223503,-17.31097412,3637,-64.86038971,29.24659729,6.077084064,0.483415604
3638,29.98437881,-21.87947273,51.82315826,27.65692329,32.85528946,26.43142509,-27.76582527,57.23225784,3638,68.39569092,-36.59251022,0.188085958,11.93399429
3639,-3.038752317,-55.69507599,14.13190079,90.53786469,-58.50857925,25.90837479,-19.67068863,-18.86908913,3639,-31.48495102,-51.05454636,22.30019379,66.61048126
3640,-6.592121601,-49.13038635,-21.4334259,43.21050262,-54.50854874,-41.73615265,-60.02555847,2.544344664,3640,-29.62249374,-27.89019203,71.72563171,4.29502964
3641,3.204939127,-49.0608139,43.54233551,-6.191645622,-12.65977859,-1.291608572,-4.42219305,48.70730591,3641,-12.77582264,-20.0357666,-15.03528023,49.74735641
3642,26.71812057,-29.17909241,20.38079643,47.60638428,33.76171112,7.73382616,19.75259972,-15.72479916,3642,48.75605392,-59.87313461,53.3255806,18.76708984
3643,-20.82514,-63.00645447,24.31880379,87.93454742,-73.60446167,-26.18914795,-10.7747221,-59.0478363,3643,-18.37779427,19.8322525,46.23395157,-29.83095551
3644,-2.660909176,-81.48261261,40.49951172,19.73886108,3.655565739,19.27696991,-22.07840538,40.19390106,3644,6.46761322,-82.41387939,35.6717453,-32.86065292
3645,-26.99151802,-33.72751617,-17.31827927,15.6582222,-25.2536087,-46.02970123,-9.662347794,-17.25872231,3645,29.78975868,32.58915329,-19.48457336,-11.50255585
3646,-0.718725324,-52.71732712,31.31159401,17.67819214,-34.33496475,-7.890713215,1.474392772,-3.972997189,3646,-27.23592186,-37.58190155,-15.84970379,-8.974853516
3647,42.23201752,-42.47829819,-38.4132576,72.23654175,-96.92499542,0.462739766,10.1177845,-29.9679718,3647,31.15790558,-31.38117218,11.6603384,25.55481339
3648,25.76309204,-9.882597923,47.86642456,7.986150742,-7.255092621,29.23605156,16.01288033,-28.99992561,3648,60.93006897,-2.23385787,-21.60698128,35.24451447
3649,8.666318893,-84.90734863,-6.374907017,90.40233612,-83.78783417,22.41274071,-16.9753933,-48.71718216,3649,19.64048386,-66.75259399,-3.52199626,93.99536896
3650,38.01784134,-27.73230362,-15.63333893,77.06283569,-87.24423981,4.381955624,-0.832815886,-27.54591751,3650,58.90024948,-46.88605118,71.35899353,5.142880917
3651,37.12004471,-46.21691895,2.798798084,86.36927032,-70.08347321,39.91077805,2.09157896,69.61894226,3651,-0.216693372,-31.61105347,82.46269226,3.33889842
3652,29.67401505,-25.97139168,-1.756810784,74.68828583,-87.81307983,8.686024666,-4.30196476,70.70292664,3652,57.90401077,-51.20531464,6.300976753,56.15087128
3653,-10.32976055,-15.0337925,20.26649475,6.442368507,-45.31639481,7.437387943,-16.48536301,63.6053009,3653,54.18842316,-9.096169472,48.91650009,-28.65769196
3654,-10.38869858,-75.01403046,15.31728935,26.38348389,-46.59766388,-18.17120361,33.4691925,-18.34526634,3654,-10.39048672,-78.41796112,3.424856186,2.734767914
3655,-10.82949448,-48.00129318,-10.83910751,39.76515579,-58.59487915,-31.4084301,-3.495334387,-31.87426758,3655,-31.26361847,-15.12673283,-13.88531208,-4.220108032
3656,-0.222562224,-54.19630814,76.61595154,19.1900959,87.03852844,-1.732932091,-16.58141899,64.0482254,3656,-31.77456474,-51.10087967,87.33518982,13.2406311
3657,11.02736855,-21.49713516,8.036276817,27.14085007,-48.53377914,-23.32477188,30.89545822,67.45539856,3657,60.156353,-28.13590813,38.3044548,69.96910858
3658,7.584962845,-3.731393099,11.7659893,89.92980957,-68.93254089,39.22369003,-43.93657684,4.135684967,3658,59.27900314,-3.396137953,-10.31371021,42.38257599
3659,28.20071793,-63.80440521,34.10261154,44.50071716,41.74782562,20.50022125,-0.402197152,-26.45950317,3659,-19.90704155,-39.80460739,88.06543732,10.7660675
3660,29.89722252,-22.28259277,-2.945262194,74.57518005,-82.09396362,19.35967445,-11.00589371,-29.15980339,3660,67.22336578,-37.75376129,-2.225544691,-26.76358986
3661,5.849081993,-22.85251236,-10.53764153,80.67703247,-83.71073914,22.28265953,-2.179401159,39.56520844,3661,49.01483536,-33.51647949,-13.76311779,46.00106812
3662,39.47472382,-53.41299057,49.9846611,10.40119648,8.038635254,26.89940834,60.12501907,-5.261550903,3662,-0.888356686,-26.71351051,30.90620041,63.21851349
3663,16.82986832,-65.95833588,73.44421387,32.46863937,88.27864838,-0.972743392,22.05063629,43.5567627,3663,-30.44737625,-55.96770096,-18.22006607,20.58892632
3664,-4.533662319,-43.73099518,33.01024246,23.38060951,3.210094929,18.56017685,-33.57589722,59.1452179,3664,-5.311719894,3.643274546,-19.16476059,-12.20119476
3665,-23.22829247,-4.303712368,13.11811543,11.07788944,-47.06391907,1.360457659,12.17102337,62.43883133,3665,-65.26258087,23.61823845,5.598144054,65.29343414
3666,24.6128006,-18.1940918,-37.42409515,-55.24481964,2.012624502,-43.95847702,21.71257973,44.03910065,3666,66.7155304,-35.47823715,-30.29888153,-35.08839417
3667,18.00383568,-63.32512665,33.03462982,23.51607132,3.27745533,15.29413128,-14.40075016,-4.612280846,3667,-25.39267159,-66.4249649,-11.90605354,45.82394791
3668,-11.30637169,-50.98624039,38.93259048,17.41380119,-19.46043205,12.82218742,-5.13099575,63.50905228,3668,-36.00004959,-36.86888123,70.29673004,5.514251709
3669,38.76323318,-29.96974182,16.4210701,10.07239532,-54.29810333,3.261904955,-22.25754547,31.85157204,3669,70.98713684,-36.55993652,51.01405334,-33.85958481
3670,44.6980629,-36.92918777,58.92377853,-8.973558426,-22.8243885,49.1859169,1.44913125,-63.38989258,3670,59.76805496,-44.42747879,-10.565341,88.72076416
3671,31.90279961,-49.94827271,4.251192093,51.57428741,17.86904907,5.216704845,30.00101852,-15.19785118,3671,-13.55795574,-38.85550308,79.67240906,5.247073174
3672,-1.836680651,-3.739688158,-5.483353138,77.75413513,-82.78037262,20.95937157,-24.61932373,-45.76620483,3672,-51.81834793,44.23905563,-53.53021622,-33.41720581
3673,31.68612289,-42.45037842,32.37624359,23.09592819,-33.49501419,-9.236050606,-43.40868759,-10.13753128,3673,-10.51380825,-37.1896553,83.62039948,4.54208231
3674,-50.78194046,-27.50201225,10.02281761,25.20164299,-48.32577515,-22.3822403,32.59540176,70.91142273,3674,50.03078079,-17.18232155,-19.53940773,-11.94107533
3675,-12.17338276,-2.417955399,36.31264496,4.241805077,-25.22632599,15.7558794,1.66778338,72.73264313,3675,-64.53253937,29.10405731,21.29850197,66.8552475
3676,-19.21182632,-63.25709152,-19.77885628,23.56960297,-79.13294983,-1.702519774,-16.67345619,78.43902588,3676,-4.340445518,-54.24792862,-6.909133434,83.86795044
3677,-3.257601023,-9.49957943,-34.42056656,70.83599091,-96.30800629,-2.612725496,-0.166068047,67.31271362,3677,56.34051132,-4.261001587,28.47969246,-11.71227264
3678,8.165244102,-5.018964767,95.25671387,-1.944375634,24.47011375,-97.76506042,-5.181687355,-34.60603333,3678,-56.23591614,43.90430069,35.69646454,41.37478256
3679,-32.46799088,-74.59053802,-22.17597961,25.95540428,-77.49627686,5.350495815,24.23509979,-20.8596077,3679,-21.25964165,17.82455254,70.16990662,33.41915894
3680,-1.828233957,-66.68382263,0.189266935,72.07107544,-79.77977753,6.409046173,-11.49219608,-9.281882286,3680,-18.68673325,-73.0868454,0.06607645,-16.52595329
3681,31.50058556,-18.67078972,45.73323441,43.9900856,48.71479034,22.54550171,47.60785675,57.69345856,3681,60.88267136,-47.43701172,59.23369217,9.920805931
3682,-5.797169685,-42.0477066,88.79505157,-6.222884655,38.87171936,48.59993362,-8.77461338,55.45329666,3682,-6.492895603,4.154824257,58.73376083,10.32916832
3683,-16.35587502,-44.98352814,23.10593414,22.63204575,-41.18552399,-11.25153255,-20.9242382,32.16773224,3683,34.43901062,59.25140762,-13.45212173,-1.848417163
3684,-8.498464584,-65.6657486,18.36925697,98.74237823,-58.53053284,22.40723038,35.008461,-22.63143539,3684,-13.97797966,-73.3704071,43.05653,27.75153923
3685,36.96348953,-44.59831619,-6.1683321,16.72618866,-33.00123215,-36.8024559,7.003779411,-35.23917389,3685,3.515220404,-29.97693443,-21.99108124,35.50674438
3686,28.96307564,-48.6286087,28.78177643,18.85647202,-36.94223022,-9.899587631,62.71043777,51.06519318,3686,-20.80796432,-54.51225662,58.91917038,11.11822033
3687,-17.53870392,-65.42684174,0.547246337,28.65659142,-54.60404205,-23.60120583,16.42507362,51.98416519,3687,-2.713233232,-53.22784424,52.06018448,-60.00112915
3688,5.613358021,-5.0222826,9.20662117,85.23920441,-75.71722412,32.6679306,-10.88950634,-18.5147953,3688,-51.99645615,45.7609024,-21.22132111,-12.64011955
3689,-10.44772434,-13.81655216,-28.36519623,73.90614319,-92.02422333,0.305294007,-23.02635384,-26.27695274,3689,54.60800934,-8.007053375,28.8635006,-18.03946495
3690,-5.857900143,-42.01269531,-45.20842361,47.70597458,-21.23637962,-61.91342926,-34.58777618,14.19615555,3690,-5.348357201,4.041811943,3.16606164,16.66164589
3691,-10.46309566,-49.33002472,6.855383873,50.63464355,20.6146965,5.878672123,-20.61761665,59.13557816,3691,-31.97439575,-29.47771645,-4.756836891,-3.39603138
3692,28.6634922,-36.46328735,-5.613797665,-28.47569656,-14.97950649,76.2782135,9.87984848,-37.41892624,3692,13.03918171,-37.54973602,-75.71129608,-53.48818588
3693,13.10053349,-39.54506683,61.32686234,3.90598774,2.793810368,38.38334656,12.49782276,-14.23053455,3693,19.8536129,-66.16158295,50.40632248,-38.35372925
3694,13.12999725,-15.35913277,13.15398407,12.72764683,-56.01381683,3.473433733,-19.59625626,-54.41026306,3694,66.50377655,-20.84397125,22.75676346,66.74902344
3695,-16.79179573,-42.8167038,28.0429821,6.109172344,-38.01663589,7.904747486,-19.81319237,-19.17982674,3695,-34.30584717,-14.90949249,16.71307945,4.669804573
3696,2.233760357,-45.58628082,-19.49063492,40.83244324,-56.35409164,-40.70528793,-3.163293362,44.50776672,3696,4.460932732,-3.596739769,-31.97343254,-15.30790329
3697,21.55504799,-9.938166618,-42.67048645,-52.86005402,1.14851892,-42.07935333,31.40578461,66.20968628,3697,67.78207397,-25.11177826,-20.8222332,0.108519323
3698,-11.15892029,-8.18488121,49.94869614,50.32728577,76.63157654,17.65257645,0.446831942,-2.147024632,3698,54.77316284,-5.89428854,43.72782898,28.13484764
3699,25.4839344,-13.33365059,-28.57541084,74.54363251,-94.58473969,3.873648643,9.229183197,51.01364899,3699,67.41751099,-31.58648682,3.436430931,24.56996155
3700,43.66662216,-57.38448715,-17.14923477,77.47278595,-88.42919159,6.22756052,-31.09700775,37.36857605,3700,18.17116737,-21.09184265,9.812872887,68.43244171
3701,-28.47263336,-81.89546204,15.42352295,81.32889557,-61.79024506,37.61574173,2.595155239,58.08815765,3701,-0.187324896,-64.25543213,35.34583282,41.32345963
3702,41.88188553,-39.31171799,89.18282318,-9.713269234,-2.636473894,84.4302597,35.77329254,78.68608856,3702,26.50597382,-29.7631588,56.06937027,-57.37812042
3703,3.677737474,-43.92346573,26.83526802,17.05520821,-37.85878754,-5.574589252,14.97949696,-22.96897507,3703,52.00372696,9.988027573,87.95839691,11.64710045
3704,38.79344559,-56.15877151,27.23526192,7.875081539,-36.22346497,2.925086975,-23.08963776,-26.72570419,3704,-9.931018829,-30.2168045,87.18684387,6.268352985
3705,-28.19965363,-15.37147522,-1.78506279,72.35907745,-85.20040894,-1.129947066,-16.28551483,-16.54076004,3705,-47.23426056,37.42560196,-32.21638107,-34.54511642
3706,-15.41162109,-67.87082672,-24.04182243,27.721241,-78.91633606,2.385940552,12.42688751,63.0762825,3706,-2.884938002,-59.24473953,36.58557892,70.83731842
3707,32.38362122,-63.50418091,-41.9577179,45.3772316,-24.38042831,-57.29232025,33.06820679,70.71359253,3707,-18.22677803,-32.87099457,86.33345032,6.752403259
3708,-2.318758249,-70.02701569,-8.109938622,76.6493454,-87.01101685,12.39972973,-15.24209023,-5.199178219,3708,-14.00612831,-77.55220032,-33.88068008,-28.8378315
3709,23.30201149,-12.62457943,49.59067535,2.495183945,-22.83678627,30.53689575,13.25228024,53.20169067,3709,68.95372772,-22.32499504,-25.05435181,31.60344315
3710,-22.01079369,-40.47281647,-41.15882111,39.34479904,-18.84452438,-57.14984512,1.097951531,72.89022827,3710,37.53157043,44.87707901,-13.28751469,-1.824936271
3711,41.97412109,-47.72127914,-15.3456316,19.93031502,-80.01355743,-4.835112095,-23.25159264,33.26195908,3711,13.66407585,-26.12256622,4.254786968,67.4106369
3712,44.35342407,-50.37916946,-37.22313309,-47.56502914,5.07366848,-37.34508133,-11.01435375,-17.10276413,3712,23.25034142,-21.983675,61.49885941,28.42161179
3713,-14.38407898,-79.5949707,13.40961456,12.84220028,-57.17403793,4.652816772,-53.92283249,-0.453208506,3713,-7.679476261,-80.4772644,17.2620182,36.50680542
3714,46.16532898,-41.78456116,16.66916656,93.60128021,-56.6612854,23.21162224,64.68746185,43.4308815,3714,45.13494873,-48.42909622,3.215046644,54.77342606
3715,11.27461243,-12.96205139,41.98836136,-5.56190443,-13.80508518,-6.869477749,15.34637165,55.50302887,3715,61.42823029,-12.90899849,27.91965294,-26.58753586
3716,21.5482502,-57.91740036,-35.04238129,69.22986603,-22.95179749,-71.40480042,-8.301482201,-17.8240242,3716,-22.47335625,-64.93867493,-4.86736393,-17.30692291
3717,-3.811918736,-79.18112946,-28.74624062,73.86774445,-93.18243408,1.469961882,-6.907911777,-26.64990234,3717,-5.779082298,-80.7077179,-16.30110168,88.02122498
3718,-2.750249624,-54.0269928,86.7897644,-8.808124542,-7.546012402,82.0199585,16.34445381,46.88665009,3718,-28.92042351,-34.47406769,-1.723296523,9.81564045
3719,27.79120445,-34.91632843,70.8214035,30.11070824,87.68169403,11.92849159,18.09238625,43.10647964,3719,22.74978638,-51.51597595,2.72185421,50.0723114
3720,-54.23695374,-34.47812271,-7.343353271,74.83537292,-87.52185822,3.899168015,-31.86481857,36.09166718,3720,46.80577469,-18.96211052,20.24139786,15.51986885
