GE_BE,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,BE_GE,F_source_embedded,,F_target_embedded,
1360,-85.17017365,-33.23462677,40.77517319,77.08470154,-75.5412674,-36.21722794,56.3821373,-43.51409531,1360,-77.80984497,-50.46505356,1.692133784,-1.531259418
1361,-84.99290466,-32.59872055,42.19194794,77.60186768,-75.70892334,-33.75605392,59.09002686,-46.40307236,1361,-76.70600891,-50.86917496,0.538810253,11.9045248
1362,-84.1835022,-33.81237411,33.54881668,3.301034927,-30.91753387,15.76406097,68.75704956,40.30493164,1362,-75.95508575,-52.31918335,27.55093575,-31.77780724
1363,-84.56455994,-34.28702164,20.82627296,9.578570366,-51.7989502,7.269459248,71.33055878,-4.370573521,1363,-77.02333069,-51.76721191,-10.87139606,-18.28350067
1364,-85.02104187,-33.89171219,31.18085289,4.811254978,-34.05137634,9.857227325,71.99141693,-26.2986927,1364,-76.47564697,-51.8578186,14.27830124,32.82381439
1365,-85.05517578,-33.66247559,-2.387660503,30.07878876,-58.96074677,-23.2687664,48.90501785,-40.4463768,1365,-77.00418091,-51.54189301,2.205290794,15.86540222
1366,-85.1472168,-32.81248856,13.72487164,7.512910843,-51.42075348,9.168038368,55.54234695,52.22041702,1366,-77.84937286,-50.71482468,-11.34044838,-11.85897732
1367,-84.70740509,-34.27782822,13.46956444,21.39285088,-52.70020676,-8.545051575,65.73732758,48.50287247,1367,-76.06720734,-52.61042404,-0.567113757,-15.46320629
1368,-85.1418457,-34.44519043,67.46161652,-6.803746223,-12.70610905,55.6252327,67.11376953,-1.025124907,1368,-79.4487381,-49.4796257,-13.93602276,-3.543894053
1369,-84.92093658,-34.33705521,50.28049469,1.625984311,-22.51546288,34.73775864,66.56906891,43.66472626,1369,-75.26502228,-52.78409576,-4.469162941,-17.58248711
1370,-85.07504272,-34.43157196,27.58750153,7.505460262,-37.72320557,7.26681757,66.38001251,47.04518509,1370,-75.31446075,-52.84793854,-3.575699806,-17.27564049
1371,-84.89422607,-34.03779984,12.95401573,23.45364952,-50.42546082,-12.71752644,59.22243881,-5.062061787,1371,-75.33045197,-52.6312561,-17.11795998,-5.479979515
1372,-85.03553772,-34.29087067,40.2996788,-1.570203543,-18.69806671,-3.791654825,61.73752594,-14.11758614,1372,-77.13088226,-51.67723465,2.53956008,18.45792007
1373,-84.78904724,-34.50347137,5.808466434,27.36761665,-50.64286423,-22.24524307,64.39134979,-48.52502823,1373,-75.37303925,-52.79837418,48.90091324,-29.53232384
1374,-85.04206848,-34.66944504,62.27820969,-6.710695744,-19.05189133,48.22977448,37.18041229,-73.67604828,1374,-77.68674469,-51.52770233,-0.705990911,-28.09907913
1375,-43.87469864,-8.718669891,-0.06133952,28.69150352,-54.71494293,-23.55474663,30.89654541,-69.24137115,1375,-55.76729584,21.79163361,16.19436455,28.59487343
1376,-70.05670929,-15.24511623,14.13642883,23.15517998,-50.45376968,-12.0477066,31.69663048,-66.43870544,1376,-83.7826004,-0.116875559,1.999187112,0.260325491
1377,-69.98694611,-14.89388752,62.93618774,-7.662757397,-5.947669029,50.20557404,25.61935043,-72.10772705,1377,-85.20330811,-10.4921875,15.25518131,34.16876984
1378,-69.96094513,-14.73164845,-9.978598595,35.66220093,-57.53771591,-32.49678421,25.50555229,-71.29481506,1378,-77.98259735,-28.90982437,51.5274086,-60.7279129
1379,-71.86212921,-22.46868706,-11.60525894,39.7794838,-58.6258316,-31.27112007,22.55291367,-76.80079651,1379,-87.62963104,-9.953109741,8.56301403,26.73015785
1380,-74.31642151,-25.74143982,-3.667639256,30.55023956,-59.24776459,-24.04739952,21.5644474,-81.1905365,1380,-89.12931824,-13.99159431,-0.794818282,9.119187355
1381,-73.55412292,-25.41843224,57.11503601,1.411759377,-22.57606506,47.69997787,21.5014801,-83.24789429,1381,-89.35077667,-13.59546757,0.000877465,-14.00252056
1382,-74.08278656,-25.99106979,28.35169792,8.371249199,-37.41395187,8.844944954,20.42735672,-90.35514832,1382,-89.79677582,-13.51431084,3.128477812,17.45801926
1383,-71.84370422,-21.95862961,-0.199179679,28.68075562,-55.15171814,-23.53735161,20.73412895,-87.33756256,1383,-86.65649414,-9.721838951,-4.678484917,-17.86409187
1384,-73.45308685,-21.65238571,41.04714584,6.049726009,-24.73540688,24.88513756,20.99234581,-86.48443604,1384,-87.03266144,-12.05771828,5.786018848,14.6000576
1385,-72.61171722,-20.8563652,-4.689634323,30.26584244,-56.92815018,-25.85290146,20.67437935,-91.79451752,1385,-87.23715973,-10.26087856,-10.38795376,-2.17998457
1386,-72.38414764,-20.56533051,5.539983749,25.66191864,-49.78247833,-23.20406532,20.67026329,-87.92036438,1386,-84.32133484,-0.955524445,14.81986046,31.87971306
1387,-75.16575623,-28.92314911,34.34867096,75.94206238,-69.30010986,-43.61663437,22.86764908,-83.09403992,1387,-91.89990997,-7.075790882,-1.980738401,17.26938248
1388,-75.38752747,-28.86696053,41.61260986,7.726588726,-24.64089394,18.28741837,20.70116997,-86.89956665,1388,-91.77209473,-7.340252876,-9.657018661,-22.50607109
1389,-76.53104401,-28.85343742,40.14157486,74.37360382,-70.86643219,-45.00165558,20.54075623,-88.01195526,1389,-91.8855896,-7.643887043,-0.389310956,20.00765228
1390,-78.09398651,-21.70546722,2.686453342,28.01545525,-52.90383911,-23.22335625,21.96650124,-85.8881073,1390,-43.48273087,15.72629833,7.339885712,26.06360435
1391,-43.68759918,-7.780860901,30.37380791,8.706049919,-36.85675812,9.385112762,21.08382607,-90.31339264,1391,-54.25711441,27.48538017,-1.947133899,10.63661575
1392,-40.25817871,-7.114438534,40.31285477,74.80821991,-71.14685059,-44.35295105,21.81752205,-93.39265442,1392,-76.58250427,8.266565323,-7.176432133,-16.34593201
1393,-54.84336472,-5.294645786,2.279596329,17.61903191,-57.04602814,-7.693728924,21.81752205,-93.39265442,1393,-73.63632202,-8.886394501,0.550064504,-31.01717949
1394,-69.14556122,-12.23130035,89.11700439,-9.559225082,-3.089832783,84.48448944,21.75000572,-93.1706543,1394,-80.15335846,-5.527917385,16.21576691,31.07308769
1395,-70.18469238,-15.35817719,-4.143099308,31.52494621,-58.74474335,-25.26779175,21.66484833,-90.80464935,1395,-85.92865753,-9.723138809,-2.271041155,16.80114365
1396,-70.25580597,-15.28325367,82.98930359,-8.97925663,-3.586961031,71.76406097,21.44429398,-90.22937012,1396,-74.76023102,-40.27078629,-11.2727747,-14.16704369
1397,-70.24480438,-15.29271889,61.06559753,-4.951275826,-17.617836,45.36834335,20.98140907,-88.55371857,1397,-78.37567139,-33.6866188,4.468366623,17.00555229
1398,-74.65378571,-15.06440735,40.78316879,74.73003387,-71.45083618,-44.21454239,21.31957054,-86.10824585,1398,-74.3576355,-41.94653702,15.56355572,30.00748825
1399,-72.94181061,-16.41141319,95.21876526,-9.249377251,6.967820644,85.82025146,20.56633949,-90.07989502,1399,-84.9336319,-10.25284195,-4.41765213,-24.16082573
1400,-79.56161499,-13.07548714,67.78495789,-7.066665173,-12.87780762,55.63849258,20.62408638,-90.66899872,1400,-82.80935669,-12.16870785,-4.538229942,7.254311085
1401,-73.5224762,-16.12070847,41.74674225,3.394828558,-28.22247314,26.85811424,21.13440514,-92.93267059,1401,-78.2549057,-28.71569443,48.13046646,-22.84772682
1402,-76.13525391,-12.13906765,41.79936218,6.513216972,-23.75177002,24.58509254,21.35541344,-93.08010101,1402,-77.18367767,-28.13294792,-10.28949451,1.453315973
1403,-78.78681183,-10.01945019,89.51599884,-10.14113617,-3.420176029,84.49373627,21.71393394,-92.79337311,1403,-81.57337952,-12.71076584,-12.11594391,-13.20285606
1404,-74.2769165,-14.32342815,-12.0265789,39.86665344,-58.51787949,-31.70630455,21.62987328,-92.70420837,1404,-82.84291077,-12.25479889,-5.909787655,-16.01896095
1405,-73.44327545,-17.03831673,-3.124055862,30.30933952,-60.13679123,-23.16436958,21.39027786,-92.41805267,1405,-86.01828766,-10.9244175,-6.572003365,-15.3645649
1406,-80.51255798,-24.41362381,68.14996338,-7.14496851,-12.37532997,55.95434189,21.75784492,-92.18913269,1406,-90.13271332,-17.94558716,-13.71304321,-4.616315842
1407,-73.99557495,-24.16541862,65.70276642,-8.001774788,-6.839603901,52.46857834,22.22139168,-94.01543427,1407,-88.95780182,-9.851126671,49.03573227,-29.4467144
1408,-74.02243805,-23.98441887,13.29283237,22.15584183,-51.7310791,-9.970020294,22.09584808,-94.26293182,1408,-89.38303375,-9.38668251,1.252079725,13.96946144
1409,-74.69740295,-24.65294647,33.85025406,13.02666569,-35.08102036,-0.99380368,21.77451324,-91.80988312,1409,-89.0626297,-13.35338783,-0.429043412,8.241372108
1410,-75.04637146,-24.46909523,2.945888042,27.99315643,-51.78726578,-23.00008011,21.40993118,-91.9957428,1410,-88.26089478,-9.984762192,-0.862799168,17.92652512
1411,-74.28217316,-24.29201317,69.01655579,-6.902997971,-4.646321774,61.4044075,22.45115471,-94.88897705,1411,-88.27700806,-9.970561981,10.63522148,38.97183609
1412,-73.555336,-23.87565994,40.0745163,4.058069229,-21.28036308,-1.834098816,22.61690331,-94.52606964,1412,-87.82070923,-10.31953526,-0.821620941,18.17496681
1413,-72.64522552,-23.04840279,39.55657959,75.60665894,-73.37258911,-40.65690994,22.36677742,-94.37028503,1413,-90.31159973,-7.033624649,16.03746223,32.02920532
1414,-70.74108124,-21.05178642,3.519174099,26.53873634,-53.79243088,-23.27746391,22.16893768,-93.49474335,1414,-83.84297943,-11.64435291,16.30883408,33.88548279
1415,-70.77061462,-21.07109642,28.54893303,8.13401413,-39.33396912,8.846199036,21.26866722,-90.43347168,1415,-84.37945557,-0.983507276,2.613696814,16.2416687
1416,-61.85499954,13.16997337,39.7240715,5.599898338,-25.8065033,17.93983269,22.449049,-94.59535217,1416,-52.6628685,24.05524063,-5.830822945,-30.69760513
1417,-61.79460144,13.23927116,15.55640411,14.00284386,-55.6469841,-0.754834116,21.67160797,-89.31425476,1417,-49.75088882,31.06903648,-10.82628822,0.530038953
1418,-78.00283051,-28.86919403,40.44974136,5.892536163,-24.66520882,24.33686829,22.83708572,-95.81493378,1418,-91.38445282,-19.43037987,-17.61771774,-8.101279259
1419,-75.58422089,-24.61549759,46.17285919,-0.997812271,-21.93404388,34.09239197,22.92861366,-95.93043518,1419,-89.85190582,-18.23430061,-8.434024811,-16.64362526
1420,-74.95262909,-24.10554314,34.25146484,9.582521439,-30.06371689,16.95954132,22.35170555,-94.96951294,1420,-90.95887756,-7.719643593,-20.86157036,-1.702893257
1421,-11.88443851,0.23320134,4.360214233,25.46954155,-55.04607773,-21.41810036,22.34136963,-93.72587585,1421,-69.57834625,22.66501999,0.886731267,12.64666939
1422,-22.42125511,0.767403603,88.25650787,-9.096750259,-2.328071356,84.29863739,22.54024506,-95.23646545,1422,-62.93378448,8.154027939,-6.480736256,5.550928593
1423,-22.71323395,2.033526659,49.61962509,3.116719723,-22.34220886,29.23718834,22.49446678,-93.02161407,1423,-60.35181427,4.021771431,-5.867047787,6.211506844
1424,-16.70714378,-1.852057576,38.30833054,74.73084259,-68.31195831,-46.53508759,61.43092728,-6.819547176,1424,-67.10067749,16.65566635,5.35340786,14.7836647
1425,-16.73190308,-0.656471908,28.359972,19.0918045,-36.8034935,-9.819231987,59.46304703,-57.49108124,1425,-60.07785034,8.499536514,48.90091324,-29.53232384
1426,-22.51576424,-2.890024185,40.14751434,76.42437744,-73.4739151,-40.07952499,39.12561798,-71.29161072,1426,-67.79570007,21.56357384,51.92510605,-36.36739731
1427,-21.22670364,-3.571229458,81.66456604,-7.690041542,-12.25129509,78.33977509,27.85909653,-76.06746674,1427,-66.29585266,24.71596336,48.51280212,-28.77400208
1428,-12.18719864,-2.502313614,-13.49232483,40.0810585,-56.84646225,-36.72679138,60.0421257,-53.49478149,1428,-67.92089081,25.28624153,-1.22865057,16.72829056
1429,-21.1046524,-3.867199183,3.710139751,28.00118065,-52.74853516,-22.61270332,39.91730881,-71.00209808,1429,-65.0774231,28.37797356,3.198141336,23.52649879
1430,-21.10467529,-3.867202759,38.29547501,10.97123528,-30.77944374,7.765176296,43.67061234,-69.01229858,1430,-65.07740021,28.37801361,48.99487305,-28.63674927
1431,-20.96662903,-3.869105339,-1.868581533,28.88991737,-55.83462143,-25.32170105,42.54867554,-69.95100403,1431,-64.57111359,29.60924149,5.412856579,17.21882439
1432,-13.91901207,-3.474489927,37.32680511,6.492911339,-31.94145012,14.49383545,59.28762054,-54.31465912,1432,-69.26359558,21.86222839,-5.029536724,9.870919228
1433,-18.61250114,-4.494514942,3.285873413,28.41744041,-48.73913956,-24.0273838,44.57606506,-67.76890564,1433,-66.69194794,24.97194099,-4.812188148,10.36380196
1434,-17.4167614,-1.474369168,34.70716476,10.72339535,-30.85639,9.530040741,58.34886932,-54.76947784,1434,-61.43233871,9.771440506,-9.59291935,-3.475600958
1435,-23.17193604,2.40263319,39.10624695,75.43913269,-71.74662018,-43.18978882,64.34233856,-48.69774628,1435,-60.83826447,6.023188591,13.23530006,-37.00418091
1436,-26.52253342,-1.697926521,-3.944896936,30.90133476,-59.89397049,-23.84136009,58.3888092,-19.46440697,1436,-71.5376358,17.32511139,0.154834211,-4.14822197
1437,-26.41954041,-1.570986867,41.72089767,3.367215633,-28.40119171,27.34380913,64.65389252,-50.32610321,1437,-66.54800415,13.13226128,-9.50439167,-0.384765059
1438,-24.43537331,0.801790893,-3.474481821,30.64858437,-58.80192184,-25.0569973,60.61024475,-56.52702713,1438,-64.00967407,11.30752754,-5.517374516,-30.43509674
1439,-24.39349556,0.78753221,-13.35118389,39.77190018,-57.15017319,-35.45900726,61.12553024,-57.07406235,1439,-63.80961227,11.11749077,48.61206055,-28.8087101
1440,-16.19879723,0.261741072,-5.446173191,30.58620644,-59.71491241,-24.24347687,59.01703644,-4.509963989,1440,-59.28718185,4.93346405,-6.584964275,-21.00569153
1441,-12.57040596,-3.20967865,39.5564537,4.709418774,-27.86396599,19.19523621,67.9730835,-16.57278633,1441,-60.57550049,11.34552956,14.62237167,31.41595078
1442,-52.29344177,11.9954071,64.94985962,-5.729892731,-26.16944504,52.80596161,62.24177933,-33.05929947,1442,-55.20710373,-30.22059441,4.248026371,22.8660965
1443,-29.94047356,9.669574738,39.96388245,74.68625641,-70.45664978,-45.23775101,56.70861435,-54.61225891,1443,-55.08310318,-9.395876884,4.203883648,-3.948798895
1444,-24.23537254,-0.511742771,-7.911236763,33.56262589,-62.3928566,-24.65013695,35.59036636,-74.16551208,1444,-59.6500206,4.640542984,54.64636993,-33.13336563
1445,-26.41694641,0.182632059,29.31069946,6.246854305,-36.13028336,12.14879894,21.33264351,-85.10671997,1445,-68.09342194,16.74374199,-0.128514931,15.28401661
1446,-21.52113724,-3.342742443,-12.55231762,34.85247421,-57.84987259,-31.42594147,23.16757584,-82.73709869,1446,-66.61938477,26.55616379,4.452100754,-12.80626488
1447,-2.15089345,-1.293875337,38.56890488,75.04108429,-69.92228699,-45.39637375,21.58387947,-82.67534637,1447,-64.51238251,34.95163727,4.262046814,5.602455616
1448,-0.756595671,-5.133934975,58.98880768,-9.251213074,-22.06633377,49.06375504,42.26527405,-69.68579865,1448,-51.03574753,42.41183853,15.67542934,29.14689636
1449,-0.761328578,-5.290944099,16.65969086,21.72735977,-49.4765358,-11.61122131,39.90689468,-69.18054962,1449,-48.09507751,44.58518219,-9.838835716,-0.230379939
1450,-3.656313181,-1.230093837,95.1787796,-9.274124146,6.055375099,85.45851135,30.6038208,-73.01477814,1450,-66.41496277,32.67274475,5.236588955,7.171942711
1451,-14.00596905,0.410800189,14.28949738,22.02425766,-51.41780472,-10.33647728,36.32943344,-67.4466095,1451,-60.72088623,10.98274994,1.875967026,1.292980909
1452,-12.80671692,0.509139717,30.66856766,6.129860401,-35.18152618,9.389615059,42.89506912,-65.41432953,1452,-59.50657272,7.973966599,2.751981258,-4.294345379
1453,-25.86936569,1.181283832,37.12139893,6.548906326,-29.66230011,12.99189472,42.19371796,-67.65171051,1453,-57.15780258,-0.148615479,16.18651772,28.21697998
1454,-26.10313416,0.795530438,30.34956932,7.471432686,-35.59899521,9.594729424,41.92658615,-69.89094543,1454,-61.5680275,9.253930092,11.15814781,-20.52917671
1455,-27.39622116,0.862964511,16.24240303,13.46560574,-55.40229797,1.454000711,33.0735817,-75.25224304,1455,-63.84993362,6.001412392,11.01902771,-23.98228073
1456,-26.48908234,1.148637176,89.53395081,-8.592788696,-1.262950301,84.5713501,59.72080612,-54.82973862,1456,-57.75284195,-1.29161191,14.40882301,30.60853767
1457,-33.06546402,5.222357273,-0.056137484,28.71640778,-53.94148254,-24.5770092,59.702034,-55.1247406,1457,-61.88634872,7.220371723,8.733042717,12.0851965
1458,-23.54145432,-1.769834638,7.848787785,27.03338623,-50.53185654,-21.37100029,38.67744827,-71.91461182,1458,-67.18369293,16.47255325,-11.07314968,0.252019137
1459,-16.45092583,0.413785756,-5.582285881,31.91225052,-59.07653427,-25.18008232,42.03663254,-70.53900146,1459,-60.14559174,6.673923969,4.523796558,16.20799255
1460,-32.18284607,8.040358543,33.07083511,76.54821777,-74.71768951,-35.91630554,58.88996506,-57.42590714,1460,-56.70946884,-7.649661064,10.65164566,-22.63662148
1461,-56.44252777,14.13905525,-3.52124238,30.44547081,-58.21971512,-24.99995041,58.60905838,-55.51101303,1461,-59.54328537,-13.57107067,2.110646009,-9.880200386
1462,-40.1747818,5.419444084,40.78317642,74.73002625,-71.45083618,-44.21454239,65.3137207,-48.94988251,1462,-62.58613586,-2.684251308,-0.896789372,-16.6762104
1463,-51.18192673,14.60399055,44.54428482,73.70436096,-72.78433228,-43.11188507,60.49841309,-49.08340073,1463,-52.85994339,-22.1726017,13.61145973,26.91256905
1464,-51.15910721,14.64614391,-2.150985241,29.2460289,-55.44442749,-25.53070068,59.57858276,-21.37714386,1464,-52.84380722,-21.9929409,-4.293960571,3.022824049
1465,-51.05397797,14.85003185,59.40187073,-9.66859436,-26.06469154,52.915905,58.71866989,-17.73813629,1465,-52.25231552,-20.19522285,3.416518211,17.18647385
1466,-40.64273071,8.539894104,13.72845459,21.84738159,-51.8131218,-9.733352661,56.55438232,-7.686366081,1466,-56.80393982,-14.03549957,8.958498955,-8.5476017
1467,-40.30054092,8.734530449,24.02293396,8.199400902,-45.61365891,8.704345703,30.28461266,-78.19168854,1467,-53.97817993,-19.52070045,2.647419453,-1.67614758
1468,-33.43875885,7.906617641,39.39085388,4.464395046,-27.7654686,19.02002716,30.61873627,-76.50885773,1468,-51.67773056,-22.84565735,5.49768877,7.486815453
1469,-36.23247147,0.824915349,16.4965992,10.2591629,-54.68236923,1.04790175,60.5043335,-55.83660889,1469,-66.94046783,5.629255772,10.76554108,-22.64776611
1470,-33.29183578,8.025698662,3.267365456,27.5255394,-53.49252701,-23.07422829,67.16906738,40.98254013,1470,-52.22923279,-26.54705811,1.843084931,-0.606746078
1471,-33.04057312,7.950532436,13.50013351,22.67952728,-50.19665146,-11.82394314,71.07988739,-6.114299774,1471,-51.80934525,-20.39262962,2.03322196,-23.62528992
1472,-30.24561119,10.06122589,15.85186863,22.04607391,-50.73375702,-10.75832176,72.5958786,-5.339176178,1472,-51.94997787,-26.655756,13.96961308,-21.31307793
1473,-39.05356598,4.743282795,2.529136896,28.40063095,-49.34366989,-24.08018303,67.88217926,39.7725029,1473,-63.80872345,-0.069712818,-3.662505627,7.159322739
1474,-28.97680855,1.710928798,88.2565155,-9.096739769,-2.328071356,84.29863739,71.65592957,-3.06276536,1474,-63.4499054,6.431198597,-0.937004149,8.773626328
1475,-15.93213844,0.589842677,85.00844574,-8.614250183,-8.510827065,80.46534729,66.45606995,3.309239864,1475,-59.26029968,4.661525726,5.57841301,13.23695087
1476,-10.20047665,0.653839231,89.33674622,-9.952417374,-3.167002678,84.45704651,64.43395233,41.93177795,1476,-59.98018646,12.51961327,9.726992607,22.0044899
