GE_GL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,GL_GE,F_source_embedded,,F_target_embedded,
1164,-37.01781464,-69.11333466,-0.589665353,15.9849205,-33.04372406,-68.62134552,-50.7909584,36.3541832,1164,34.64833832,24.58051491,-22.94823265,-71.22805786
1165,-31.99270058,-68.13282013,6.914525032,9.320014,-2.591629982,-83.95341492,7.864259243,85.71212769,1165,-15.33530045,39.61792374,-43.77585602,-54.89035797
1166,-31.74928665,-68.86953735,10.83603382,11.29192162,-12.58668327,-83.11493683,34.02743149,27.91168404,1166,-79.72067261,-19.3512249,-43.39347076,-54.90225601
1167,-32.01088715,-68.84715271,16.09197235,3.774409771,-14.12260723,-82.67490387,40.99030685,-41.33284378,1167,-67.57964325,-26.61645889,-41.32062912,-55.21521378
1168,-32.20116425,-69.17494965,28.40003586,-1.360300779,-22.35869598,-72.97203064,3.83466363,-86.20075989,1168,-37.85211563,-54.95528793,-38.31759262,-55.6706543
1169,-31.6911068,-68.80901337,21.77602959,-1.203016758,-10.20988178,-83.99985504,19.0533371,-70.32904816,1169,-50.15604019,-50.93928146,-44.24158096,-54.24836731
1170,-31.5773983,-69.14977264,26.95329666,-4.210436344,-11.56962204,-83.20803833,-5.001980305,-80.75695038,1170,-37.92736435,-62.20696259,-44.44375229,-54.42937088
1171,-30.37158585,-69.31819916,29.13394928,-4.707695484,3.693602562,-83.47679138,-17.73776817,-70.10389709,1171,-27.09033012,-70.02776337,-51.90187073,-48.41784668
1172,-31.17776299,-69.64619446,28.31951904,-5.032866001,-15.91635704,-81.68363953,-25.78325462,-66.81187439,1172,-24.48007584,-72.88285828,-39.80873108,-55.67215729
1173,-31.77585793,-69.4065094,27.94100189,-6.060028553,-21.0281105,-73.36190796,-14.75796032,-68.61195374,1173,-30.84356499,-69.46221924,-39.14690018,-55.81185913
1174,-32.09539413,-69.42521667,28.14178658,-5.734060764,-23.33274269,-72.58583069,-11.22607994,-69.91454315,1174,-31.30440903,-68.77528381,-37.92020035,-56.0422287
1175,-33.10854721,-69.15910339,28.11579323,-5.10538578,-24.22519493,-72.29615784,-10.45407772,-71.67401123,1175,-31.28708649,-68.03157043,-37.26714706,-56.27292252
1176,-33.49871445,-69.11798096,27.70211029,-5.142401218,-23.90561485,-72.46548462,-17.70222473,-70.43766785,1176,-26.90572929,-70.4496994,-37.28010941,-56.22806549
1177,-32.95494843,-69.1029892,26.57238007,-5.087506771,-21.10004425,-73.20667267,-10.68755341,-69.73768616,1177,-31.67411232,-68.70328522,-38.04652023,-56.1952095
1178,-31.36584091,-69.39311981,27.89826202,-4.656289101,-13.40974998,-82.22743988,-16.80470848,-71.05492401,1178,-29.05202675,-69.25213623,-42.63771439,-55.6723938
1179,-30.50072289,-69.3497467,29.49622345,-3.779766083,-2.722570896,-84.90777588,-23.78149033,-68.02316284,1179,-27.27581787,-69.94258118,-43.85719681,-54.12081146
1180,-31.00503159,-69.4006958,29.44348335,-3.547534227,-14.18999577,-82.18008423,-15.78395271,-71.38382721,1180,-30.90322304,-68.16929626,-39.75848007,-55.49446869
1181,-37.30556488,-69.24581146,29.12382126,-2.05005908,-41.05654526,-66.88883209,-22.26905441,-71.09307098,1181,-28.97080231,-68.76555634,-21.25658417,-71.18267059
1182,-43.14419937,-71.22150421,26.4716568,-0.798360944,-58.69374084,-53.58759689,-10.26274776,-71.65835571,1182,-38.46354675,-62.1482048,-1.401921272,-72.39759064
1183,-43.25050354,-71.44159698,26.3406353,-0.64873451,-61.22615051,-49.02106476,-4.969276428,-80.60112762,1183,-40.62747574,-60.40140533,4.225876331,-71.21144104
1184,-43.53754807,-70.34061432,26.37427902,-0.799591959,-53.2211113,-58.72924423,-11.19171143,-80.85787201,1184,-38.2076683,-61.90818787,-3.911578178,-72.4201889
1185,-43.3172226,-70.78568268,27.13216591,-0.791573346,-57.85813522,-54.25909042,-13.91412544,-81.29665375,1185,-38.90676498,-57.84160995,3.125389338,-71.24168396
1186,-43.37664413,-70.99229431,22.95278168,-0.479886651,-58.86296082,-53.05673218,4.619504452,-82.01196289,1186,-51.17672729,-49.33812714,4.460175037,-70.78251648
1187,-43.16573334,-68.59796906,24.17586517,-0.703751087,-49.56463242,-60.43438721,3.059214354,-82.97877502,1187,-45.250103,-54.06997681,-2.852463245,-72.55473328
1188,-40.99630356,-67.40751648,23.62602234,-0.647955418,-41.32006454,-66.45310974,10.08880043,-81.40699768,1188,-51.23962021,-49.16650009,-5.305156231,-70.83432007
1189,-40.98546219,-66.93657684,23.15395737,-0.702118456,-37.74465942,-67.36092377,10.6715517,-80.50241852,1189,-50.49621964,-50.1545372,-9.155469894,-70.99440765
1190,-41.23220444,-67.71006775,24.31986237,-0.793901563,-47.14670563,-63.08590317,3.638009071,-82.99761963,1190,-45.02662659,-54.19812393,-4.21163559,-71.52390289
1191,-40.96673584,-67.51101685,23.63819885,-0.813996792,-43.55892944,-65.1153183,3.576480865,-80.38332367,1191,-48.32287598,-53.09156036,-4.877773285,-71.18282318
1192,-42.55382919,-67.63021851,24.26693726,-1.070954561,-46.35962677,-63.14232635,4.841504574,-82.8835907,1192,-43.27893066,-54.82357407,-7.63082552,-72.10116577
1193,-41.86597061,-66.00474548,23.15670204,-1.078637481,-35.11150742,-67.10260773,4.157932758,-80.9538269,1193,-48.07479095,-53.10024261,-16.96323586,-70.20517731
1194,-41.32779694,-66.61798096,25.29956818,-0.511929274,-37.90378571,-67.38822174,-0.532590628,-83.30118561,1194,-44.75008392,-54.68787766,-9.78777504,-70.83496094
1195,-41.86830139,-66.62601471,25.05926323,-0.400395274,-41.4190979,-65.98316956,4.885798931,-82.48469543,1195,-45.43599701,-53.8870697,-9.560302734,-71.0838089
1196,-41.4493103,-68.00588226,23.96600151,0.274892718,-49.00035477,-62.37625504,10.76832485,-78.582901,1196,-51.50674438,-51.02338409,-2.818513155,-70.40534973
1197,-41.44936371,-68.00533295,23.54493332,-0.648134589,-48.99999237,-62.37618256,3.693302631,-80.83969879,1197,-48.38918304,-52.82152939,-2.818518162,-70.40537262
1198,-41.50714111,-68.80714417,24.63996696,-0.312069148,-54.74398804,-57.77761078,4.866619587,-81.70969391,1198,-49.3877449,-51.56914139,3.279314041,-70.97560883
1199,-41.22081375,-68.65860748,29.86834145,-2.640244007,-51.76052475,-59.29751968,-24.20740128,-70.91047668,1199,-26.2164669,-69.6478653,2.119501352,-71.56921387
1200,-42.14186096,-68.64470673,30.49542046,-4.554457664,-49.70802689,-60.26600266,-26.02279091,-67.30892181,1200,-26.59449768,-70.41870117,-2.475916862,-72.64477539
1201,-42.8985672,-68.25698853,33.40033722,-6.701901436,-48.50057983,-61.58359909,-37.79741287,-60.23235321,1201,-13.98675156,-74.61605835,-3.537529707,-72.41260529
1202,-43.83061981,-68.99197388,34.95543289,-7.109229088,-51.7350235,-59.41020584,-49.10759354,-60.59099197,1202,-3.481222153,-72.81758118,-0.595390797,-71.55314636
1203,-44.2940712,-69.39585114,31.75193787,-5.028355598,-53.60853958,-57.93546677,-25.5201149,-66.2646637,1203,-26.99559593,-70.25988007,1.748773336,-71.4524231
1204,-47.14152145,-69.90315247,32.79378128,-6.953025341,-49.77274323,-58.5092659,-27.33617592,-64.49045563,1204,-16.42932892,-73.38942719,1.071283102,-71.28855133
1205,-48.92821884,-71.73805237,33.34810257,-7.071798325,-59.8524971,-48.11581039,-31.80176353,-62.53418732,1205,-15.28450203,-73.67111969,9.984544754,-68.20116425
1206,-48.50233459,-71.26260376,34.75185394,-6.653697014,-55.91232681,-52.62153625,-40.84819031,-64.69073486,1206,-7.39304924,-71.92353058,4.876723766,-70.03914642
1207,-49.45443726,-71.92562866,33.49478912,-6.634544373,-60.13625717,-46.92459488,-33.06987381,-62.24461365,1207,-15.54832268,-73.62844086,9.505086899,-68.19818878
1208,-49.41480255,-72.45114136,28.49460411,-3.066467285,-59.64892578,-47.20142365,-17.8527832,-70.68681335,1208,-25.74237251,-69.66765594,9.53725338,-67.93667603
1209,-48.77178574,-72.43139648,28.20062065,-2.658620119,-56.35966492,-50.76133347,-19.22430229,-71.11834717,1209,-23.26483917,-69.32444763,8.669970512,-68.61759949
1210,-47.61263275,-74.35634613,30.52025604,-2.380599022,-55.80849075,-50.06829453,-15.97950935,-72.15854645,1210,-24.12169456,-68.960495,8.176692963,-68.21356201
1211,-48.47566223,-74.3200531,33.32559967,-6.620462894,-57.40805054,-50.16424561,-38.7637825,-59.38563538,1211,-13.4544096,-74.80405426,9.601607323,-67.81493378
1212,-48.866436,-74.26615906,33.32555389,-6.620413303,-59.82154465,-47.24134827,-38.76367569,-59.38560486,1212,-13.4544096,-74.80405426,10.51971531,-67.06640625
1213,-48.30787277,-74.86379242,33.11727142,-6.655350685,-55.7938385,-49.50121689,-37.13918304,-59.98388672,1213,-13.97480583,-74.83790588,8.853978157,-67.80004883
1214,-49.25862885,-75.19174194,34.93222809,-7.240190029,-60.16505814,-44.52093887,-48.93077469,-58.96715546,1214,-2.254850626,-73.03114319,11.86592865,-65.21772766
1215,-49.31521988,-75.47357178,34.77078247,-5.866280556,-58.83311081,-45.57843399,-40.44004059,-65.08037567,1215,-5.497611523,-70.89509583,10.58647728,-66.2190094
1216,-49.29496765,-75.62700653,32.43793106,-4.459731579,-59.41009521,-44.80070877,-16.13430786,-70.05699158,1216,-26.26158714,-68.68761444,11.11950874,-65.56054688
1217,-0.0488065,-63.63401031,33.56848907,-7.854146957,10.68672085,13.84937382,-32.98187256,-63.1244545,1217,-9.329431534,-72.51498413,43.86915588,-32.68196106
1218,-1.098881125,-63.0684967,34.69950104,-9.886688232,14.34679794,10.4805851,-40.81452942,-57.68364716,1218,-4.372630119,-74.78007507,48.12349319,0.324489564
1219,-7.71142149,-53.70744705,35.4687767,-9.903642654,20.76909256,-36.58032608,-45.08243942,-54.53092194,1219,-3.991136789,-75.08315277,39.43006134,24.39490509
1220,-11.07126808,-59.49728012,35.5799408,-10.29214191,-46.41349411,33.04058838,-39.88513184,-56.81149292,1220,-4.548810959,-74.89505768,-5.739064217,36.21227264
1221,-13.28003693,-61.92610168,33.88795853,-11.72115612,-14.16355705,86.76048279,-45.50700378,-53.07885742,1221,2.056297779,-74.27820587,-12.78267479,37.3556633
1222,-13.87586403,-62.37516785,33.58745956,-12.24238777,13.35272503,82.06543732,-45.0435524,-51.8817749,1222,1.446116567,-74.74042511,-18.79236794,40.00036621
1223,-49.21085358,-75.54605865,33.66051102,-11.9926548,-59.54573441,-44.73167419,-28.56440926,-59.51255417,1223,-15.35120487,-75.65227509,11.4067049,-65.38296509
1224,-49.39053726,-75.86766052,33.37678528,-12.55125046,-59.39163208,-44.7585907,-36.68115234,-53.98941422,1224,-10.80438328,-77.9582901,11.29015636,-65.46460724
1225,-42.22286987,-88.42900085,33.34076691,-13.19702721,-55.11969757,-47.52389526,-32.26545334,-58.93719101,1225,-11.21350956,-77.84944916,9.499032021,-66.86871338
1226,-41.99803925,-89.1864624,33.28523636,-13.96958256,-56.59060287,-45.5475769,-25.84461212,-58.74146271,1226,-17.41304588,-77.21044922,10.33040047,-65.96052551
1227,-41.89422226,-89.19238281,33.35744858,-14.07716656,-55.18512344,-46.1805954,-29.74615479,-57.67567062,1227,-12.86471558,-77.90576935,9.399534225,-66.56187439
1228,-41.5918045,-89.16716003,-13.74056721,20.71424866,-52.64316559,-48.05751038,14.15280724,10.74463081,1228,47.94826889,-0.094294868,8.466626167,-67.21743774
1229,-40.81969833,-88.92463684,-10.79425335,20.99429321,-45.16817856,-50.21675873,52.21370316,-2.40773344,1229,49.9169426,13.73183346,2.582703352,-74.63396454
1230,-41.22281265,-89.24461365,-4.582467079,18.50457001,-52.85105896,-47.9230423,-10.2469492,-9.640836716,1230,45.78556824,20.57497787,8.948411942,-66.93525696
1231,-41.17537308,-89.43832397,-2.127238512,17.82207108,-54.81801224,-46.31555176,-46.92837524,30.31813049,1231,34.85525513,25.12172318,9.890372276,-66.21370697
1232,-39.79417038,-89.2287674,4.357725143,13.01090431,-45.70881653,-49.66135406,-47.32737732,67.94225311,1232,29.18278885,23.38048172,2.277387142,-74.87155151
1233,-20.98873711,-64.48410797,7.559070587,10.17631531,33.7618103,-14.11175823,9.078811646,85.21466827,1233,-20.81938934,41.17063141,-84.37957764,-14.77862453
1234,-21.24890709,-64.75325775,10.08081341,5.93746233,42.77600861,-54.80653381,31.31826973,20.18941307,1234,-88.00357056,-14.07153702,-76.55262756,-21.20664215
1235,-22.77203369,-64.79936218,33.35839844,-14.26956367,30.72915649,-66.81611633,-26.3492012,-58.68697357,1235,-17.33815002,-77.44501495,-67.47796631,-28.78601074
1236,-38.30709457,-59.5283699,33.43607712,-14.43939209,22.48026657,-79.39202881,-28.33877945,-58.01900482,1236,-15.75725842,-77.50741577,-45.44763947,-39.53417587
1237,-38.26317978,-59.56549072,33.56110764,-14.95494556,22.4847393,-79.5256424,-6.841938496,-65.73712158,1237,-32.59732437,-72.60991669,-35.59638214,-48.04419327
1238,-38.3529892,-59.56616974,33.65415192,-15.09147739,6.081269741,-86.73674774,-4.65385437,-65.65884399,1238,-33.07470322,-71.86968994,-35.23284912,-48.84469604
1239,-38.47418213,-59.60634613,40.46311188,-30.48282814,3.835069418,-87.03342438,-7.922263145,-65.60372925,1239,-32.81107712,-73.28855896,-34.69724655,-50.09557343
1240,-39.4330368,-89.07817841,40.85020447,-30.72246552,-45.92523193,-49.98035431,-23.68779182,-58.47086334,1240,-18.87116432,-77.50624847,2.188648701,-74.85033417
1241,-39.26446533,-89.02375031,40.23816681,-30.83550262,-45.92700577,-49.96177292,-3.987888575,-66.42371368,1241,-34.46390915,-73.72651672,2.264708281,-74.81600189
1242,-38.56262589,-88.77494049,41.04189682,-31.82161903,-29.85290146,-57.2960701,-9.875181198,-66.60208893,1242,-33.19718933,-75.0981369,-12.04684353,-78.02859497
1243,-39.1217041,-88.9464798,41.15485001,-32.34669876,-36.50686646,-53.75606155,-10.97626877,-66.3024292,1243,-32.94281769,-75.46756744,-9.505933762,-79.08561707
1244,-39.62683105,-89.30954742,41.20987701,-32.11761093,-36.5727272,-53.02400208,-9.579596519,-66.38273621,1244,-33.38145828,-74.99524689,-9.473269463,-79.18628693
1245,-38.99161148,-89.15434265,41.32125092,-32.3519249,-36.30520248,-53.2129364,-9.234913826,-66.31355286,1245,-33.60095215,-74.83123016,-9.609276772,-79.11017609
1246,-39.02584839,-89.11981201,8.842114449,8.011590004,-45.16166687,-50.5929184,34.17329025,27.57591629,1246,-91.22621155,-13.44148922,1.772596002,-75.19424438
1247,-37.84459686,-88.61620331,33.58664703,1.62166512,-35.61914825,-53.62994385,29.09182167,-75.03077698,1247,-57.79688263,-40.88486099,-12.22007084,-77.96759033
1248,-38.49782181,-88.89742279,33.47875595,1.540305734,-36.33312607,-53.48897171,22.39998245,-79.26712799,1248,-45.58605576,-39.45894623,-11.74345207,-78.16973114
1249,-37.73012924,-88.55249023,28.57821465,1.097118974,-29.01103783,-57.64722443,5.736171246,-86.81023407,1249,-34.97934723,-49.20077133,-16.8311367,-77.41632843
1250,-39.22574997,-59.77604675,27.92326355,1.653526068,-12.6699276,-84.09287262,21.88014603,-75.03738403,1250,-46.38290787,-39.11876678,-37.38131714,-54.72618866
1251,-38.81338501,-69.21687317,39.52478409,-30.45640945,-47.17139053,-63.22431183,3.0918293,-67.50448608,1251,-47.37757111,-64.85874939,-12.78721428,-72.95314026
1252,-42.81290054,-70.42923737,39.52478409,-30.45640945,-53.48962021,-58.76465225,3.0918293,-67.50448608,1252,-47.37757111,-64.85874939,-4.483873844,-72.48799133
1253,-43.29034805,-70.8138504,40.54877853,-32.23563385,-54.48058701,-57.86946106,-5.951631546,-67.47980499,1253,-34.59109879,-74.35514832,-1.79199791,-72.32867432
1254,-37.26343918,-70.80711365,41.18136597,-33.17324829,-46.68772125,-63.03873825,-22.96637154,-59.75987244,1254,-32.57647324,-75.99995422,-10.70870018,-75.42416382
1255,-36.85866547,-70.3115921,41.51999283,-32.76721573,-41.06313324,-65.37095642,-23.66871071,-58.7924614,1255,-32.56774902,-75.97042847,-13.48193073,-73.47369385
1256,-36.9166832,-70.10812378,39.34154892,-31.21982384,-40.72747421,-65.3240509,4.418667316,-67.5371933,1256,-49.16968155,-63.558815,-13.67545128,-73.42380524
1257,-37.46902084,-69.26779175,39.5126915,-31.84158516,-36.79030991,-67.41999054,2.891183138,-67.53925323,1257,-48.4788475,-64.46813202,-21.90701294,-70.97927094
1258,-38.68043137,-89.44726563,40.66231537,-32.65641022,-45.30175018,-49.82682419,-8.755167961,-66.20304108,1258,-34.45088577,-74.47489929,-9.470658302,-79.1910553
1259,-38.56320572,-89.34877014,39.49275208,-31.81007957,-45.11183167,-49.82680511,4.118946075,-67.58148956,1259,-49.09910202,-63.85538483,-9.551650047,-79.15647888
1260,-37.91016006,-88.70024872,28.97777557,-2.937707663,-35.57798386,-53.75640106,-16.34959984,-72.15608215,1260,-28.86962318,-68.44019318,-15.99641991,-77.60785675
1261,-37.31176376,-88.11060333,27.69725609,-4.318343639,-29.76652527,-57.61935425,-16.74495506,-70.87612152,1261,-30.52805328,-68.79881287,-16.700634,-77.37008667
1262,-36.90149307,-87.93668365,28.05081367,-5.07860136,-28.63555145,-58.09025192,-16.67863083,-69.91131592,1262,-30.53636932,-69.10564423,-18.43770409,-76.86481476
1263,-36.1848793,-87.64871979,27.19424629,-4.84885788,-25.90189934,-58.61794281,-16.59156418,-70.05227661,1263,-30.0674057,-69.28662872,-25.74909973,-74.74397278
1264,-35.08324432,-86.83034515,25.89520645,-4.448689461,-22.94567871,-58.30396652,-3.60530138,-70.33283997,1264,-39.55894089,-61.88721085,-32.26563644,-71.92516327
1265,-34.30738831,-86.10795593,25.95807076,-0.786773145,-8.12817955,-66.74945831,-5.050508976,-80.46743011,1265,-40.75200653,-60.41036224,-33.46578598,-70.07566071
1266,-34.19906235,-86.08770752,38.81669617,-30.8981781,-6.210053921,-66.96612549,9.603157997,-65.91139221,1266,-51.26886749,-60.62980652,-37.55777359,-66.32213593
1267,-33.77737427,-86.04586792,39.05329514,-31.54139137,-7.12136364,-65.89685822,5.810666084,-67.51501465,1267,-50.22579193,-62.4250412,-33.50868988,-69.75286865
1268,-33.7923317,-86.00970459,38.83307266,-31.99093437,-3.411332369,-67.39031219,5.028167725,-67.64948273,1268,-49.43826675,-63.29795837,-38.60448074,-65.24259186
1269,-40.98980713,-69.41345215,38.69789886,-32.06908417,-52.88179016,-59.39639664,4.850923538,-67.53697205,1269,-49.38542938,-63.28833389,-3.717823267,-72.08403015
1270,-37.80637741,-68.55234528,37.93159485,-31.85659981,-38.36989212,-67.77090454,8.341528893,-66.73648071,1270,-49.64240265,-62.25263214,-16.8563118,-70.8390274
1271,-36.64837265,-68.6756897,26.4618187,-16.02813721,-30.14045525,-69.94716644,10.96449471,-67.18778229,1271,-51.62309647,-59.9899292,-22.71137428,-70.35214996
1272,-32.47233582,-68.45593262,26.67930794,-16.3927803,-16.21103859,-81.48925781,16.00696373,-65.94661713,1272,-53.9856987,-44.59794235,-36.89412308,-56.30392456
1273,-31.97946358,-68.24254608,26.82110023,-16.97336388,-11.73671246,-83.31093597,18.2690506,-64.82989502,1273,-54.13912964,-44.56727219,-39.10954666,-55.33239746
1274,-31.71736908,-68.27526855,26.99380112,-16.88980675,-11.99409676,-83.75337982,27.37805176,-59.44249725,1274,-59.91530991,-42.08103943,-38.94935608,-55.14066315
1275,-31.8180809,-67.77282715,26.93059731,-16.95475769,2.88106966,-83.88368225,28.63430214,-57.78184128,1275,-60.24147034,-41.85548019,-43.24974823,-54.71032333
1276,-33.79233551,-86.00974274,25.6907692,-0.671646237,-3.411332369,-67.39031219,-3.018721581,-81.84009552,1276,-43.0336647,-57.08285522,-38.60448456,-65.24259186
