GE_GL,x_source_embedded,x_source_embedded,x_target_embedded,x_target_embedded,F_source_embedded,,F_target_embedded,,GL_GE,F_source_embedded,,F_target_embedded,
3880,-42.59601212,-12.79688454,-0.422333449,23.64657021,-29.2890625,79.69247437,-41.3224678,17.65879631,3880,21.61385536,24.83306694,-67.38401031,38.93809509
3881,-27.70716858,-28.82839012,-1.49547565,24.60095978,-30.77957726,77.76287079,-39.00939178,-2.247685432,3881,29.35972023,29.00283813,-69.60476685,32.19936752
3882,-27.71618652,-28.8253231,2.387060642,80.34423828,-35.96238708,74.46153259,-40.06718063,20.1706562,3882,24.46523094,25.56336212,-64.71953583,35.86587143
3883,-39.26344681,-0.628977537,11.00584698,79.10331726,-51.07393646,55.89666748,-51.96266937,46.75092697,3883,-2.568708181,27.45576668,-33.80529022,32.47018051
3884,-36.4093399,-3.537997723,5.878932953,81.68107605,-56.26155853,34.45350647,-51.75062943,44.86923599,3884,19.57132149,23.33576012,-34.09449768,29.60020065
3885,-35.19781494,-3.623423338,3.044063807,81.62725067,-55.95500565,28.84802055,-43.76831818,25.50560951,3885,24.24189568,26.91127968,-30.4760437,26.87633896
3886,-32.28430939,-4.67518425,2.612304688,81.78536987,-51.05533218,17.97699356,-37.20688629,9.757440567,3886,26.82126808,29.0506897,-20.05235291,15.90054417
3887,-34.08211136,-10.86453247,2.430705786,81.59313202,-53.67298508,27.8086319,-38.123703,-0.513766348,3887,26.88008308,29.12849045,-28.39225006,27.74444389
3888,-37.251091,-8.571156502,30.23169327,71.67292786,-54.8476181,23.78238297,-50.63817978,56.4250412,3888,-38.16585159,39.71759415,-39.00760651,35.0839653
3889,-36.86530685,-8.0989151,29.96206474,71.69923401,-54.65563202,23.33305359,-47.32845688,64.89899445,3889,-35.59427261,37.92934418,-35.90991211,30.10811615
3890,-37.23710251,-7.769617558,30.10391808,72.00656891,-56.30547714,32.57168198,-42.66807556,69.43408966,3890,-52.75114059,41.15480423,-38.42400742,34.43797302
3891,-39.29132843,-1.082866073,34.88700485,72.27903748,-55.26171875,31.03305054,-18.11127281,83.90090179,3891,-70.85705566,34.60568237,-34.49231339,28.51286507
3892,-39.29847717,-0.983711243,44.9331665,69.24347687,-58.16874695,45.26026154,-3.919745207,85.37415314,3892,-76.59200287,22.17634392,-33.9687767,32.29315186
3893,-39.21748352,-3.830547571,43.97308731,68.76985168,-57.9948616,44.49036026,2.447651386,83.98499298,3893,-77.49166107,21.37299728,-40.49965286,38.30955124
3894,-33.23017883,-3.831795454,3.806845665,82.60419464,-50.75437546,16.46867561,-37.47259903,0.486552447,3894,27.43952751,30.2668457,-22.69926834,18.19118309
3895,-32.11286163,-2.483803749,4.276083946,82.37994385,-50.27074051,14.83559704,-40.4392128,-11.16670322,3895,23.70015907,29.66848183,-13.7452755,14.67872715
3896,-33.26927185,-2.658317566,3.608108759,81.95009613,-51.04077148,18.48426819,-40.8312645,-10.11707115,3896,23.35567665,28.93189049,-20.34544182,15.91271305
3897,-36.62128067,-4.48029995,0.488627851,81.09592438,-55.73195648,28.60199356,-41.21323395,-9.197554588,3897,28.75064468,29.72377014,-34.3884964,28.94513512
3898,-37.21957779,-7.291018963,-1.617314696,24.49363899,-58.69463348,45.03395462,-40.06289291,-4.501898289,3898,29.08426285,29.31941986,-39.44168472,38.12052155
3899,-37.95048523,-6.1021595,2.222812414,79.59873962,-50.60259628,55.15431595,-40.91854095,20.08715439,3899,23.00589943,25.45098495,-39.20320129,38.01858521
3900,-39.01509094,-4.94897604,3.168039083,81.67376709,-50.18236923,59.01636505,-40.4764061,20.46122169,3900,23.61243248,27.39393234,-46.74656296,40.78790665
3901,-44.62215042,-8.598689079,4.85401392,82.04030609,-29.66071892,78.99713135,-39.71837234,20.23860741,3901,21.0834446,25.82089424,-65.69319916,40.55371475
3902,-45.57622528,-12.2128458,3.233967543,77.67614746,-13.83988953,85.31273651,-40.58120346,15.16386223,3902,18.14378929,22.77458191,-75.18235779,24.11076736
3903,-37.56930923,-5.506773472,32.88922501,76.6791687,-52.057621,23.98523331,12.51728535,76.10971069,3903,-80.704422,-4.388292789,-34.23726273,30.0659256
3904,-37.5813179,-11.2831955,32.46914291,76.44046021,-56.60348511,42.62900543,-2.163478136,85.74191284,3904,-85.56951141,1.402345538,-50.19877243,41.42708969
3905,-37.20571518,-10.72866344,37.20373535,72.45652008,-55.57766342,35.88656998,-7.451892853,86.22792053,3905,-77.97173309,21.40358162,-39.56278229,38.87324905
3906,-29.88973236,-25.87131882,35.35766983,72.03092957,-57.07040787,42.75088501,-20.98991585,83.63936615,3906,-68.13674164,38.06222916,-45.0734787,40.02409744
3907,-32.27301407,-29.67227554,35.49216843,71.93025208,-52.36067581,62.54192734,-22.34934235,83.00404358,3907,-67.41364288,39.10910416,-61.84829712,38.66043854
3908,-35.54588318,-24.72733879,35.28178406,71.89084625,-52.51773834,62.92649841,-27.01848221,80.63856506,3908,-65.70472717,40.33520889,-67.84889221,36.11026382
3909,-31.02643585,-26.86146736,35.15219879,75.45116425,-44.82473373,23.25245285,-11.66788578,85.66325378,3909,-79.63925171,20.84020615,-28.49181557,29.80412865
3910,-28.93066788,-29.3494339,45.71639633,66.93019104,-39.63059998,3.825449467,12.60666752,79.47221375,3910,-78.85453033,3.042960882,-15.07623291,21.3983078
3911,-43.79742813,-10.01723671,40.99224854,73.02383423,-22.9013195,82.59507751,30.06609344,28.28280449,3911,-76.82740784,0.102446347,-67.32798004,39.37500763
3912,-43.34848404,-12.11571312,42.63444138,15.37315464,-28.10797882,80.30984497,31.62094879,-5.573996067,3912,-66.52275848,-9.056988716,-70.76404572,35.53862381
3913,-44.75686264,-12.01435471,39.40085983,13.84020996,-22.33295631,83.0617218,29.99030685,19.63895607,3913,-64.5269928,-18.67154884,-71.48793793,34.37282181
3914,-47.98459244,-24.38367271,3.343262672,77.39723206,14.7621336,80.76560211,-45.58647156,21.90588379,3914,-0.294704884,27.35577011,-77.42185974,-5.384303093
3915,-46.90871429,-25.02913475,14.93508816,79.84275818,0.34785217,84.50502014,-39.67795181,14.27907944,3915,5.643727779,21.59203339,-79.76971436,-4.705750942
3916,-48.11296844,-21.28632736,19.03463364,79.47174835,-16.8179245,83.79990387,-39.54819489,18.11855698,3916,2.950380325,21.41847038,-82.81554413,4.92964077
3917,-42.66728973,-9.655610085,19.25635719,79.08357239,-45.9043045,67.30932617,-38.72602081,-2.070423841,3917,12.07661533,23.85430717,-56.22887802,42.89092636
3918,-28.88661385,-29.60570908,16.58281326,81.69165039,-39.66649628,3.505794048,-36.99580383,-15.78409195,3918,19.10947418,31.12354279,-15.55948925,21.61396599
3919,-28.63276863,-30.61709976,16.33968544,82.03329468,-38.82807159,9.387469292,-32.22611618,-15.5751009,3919,19.86580849,32.21133423,-9.03260994,20.73341751
3920,-28.4869709,-30.68565178,18.17459297,80.42427063,-39.07794952,9.926279068,-40.00362015,-13.16779423,3920,13.20243645,26.14264488,-4.703788757,21.89048386
3921,-29.5516777,-29.62932396,19.91151428,79.1539917,-40.71746445,18.72949028,-39.70680237,-4.082090378,3921,6.451981068,20.61916733,-12.0418911,21.33157158
3922,-31.63203049,-28.30993652,23.95719337,73.94321442,-52.81228256,45.7273941,-38.76953506,4.843441963,3922,1.806069613,19.37194824,-29.42255211,32.41001892
3923,-32.02482605,-27.39125824,44.78148651,68.78386688,-52.51623535,45.92953491,6.183191299,82.70452118,3923,-79.36998749,17.2158432,-28.37891006,32.08029175
3924,-31.51940727,-28.46049309,46.83769226,69.55581665,-55.6590271,56.05516434,2.544712782,84.40962219,3924,-76.13034058,21.73833656,-33.85989761,38.58345413
3925,-30.65568924,-29.25304794,46.31072617,69.48700714,-56.13134003,51.94711685,-3.648459196,85.42356873,3925,-76.3738327,21.32265663,-27.80944061,32.06326294
3926,-28.77719879,-30.66377831,46.49090576,69.13989258,-47.46634674,36.11741638,6.196754456,82.85566711,3926,-79.05221558,17.87099838,-16.22561073,24.39807129
3927,-37.95449829,-5.656371593,46.78640747,67.55158234,-59.08168793,45.61505508,30.88172531,37.93500519,3927,-80.03505707,8.034126282,-42.74346161,40.26041031
3928,-34.51799011,-8.77849865,46.76710129,66.77297974,-58.27854156,43.91162872,31.37067032,31.00880623,3928,-76.59268951,1.866078615,-32.08491135,30.92525291
3929,-35.29711151,-9.594478607,46.97900772,66.38459015,-59.39038086,45.61465836,31.46512222,32.52495193,3929,-76.04066467,2.88889122,-38.29214859,36.74620438
3930,-35.64242554,-9.324004173,46.77853775,67.07393646,-59.50277328,45.64702225,31.01397896,36.70119858,3930,-78.79068756,5.267178535,-38.89754105,37.63879395
3931,-37.03104782,-7.610618591,47.01334,68.06765747,-49.88332748,54.76857376,29.15034103,40.00065994,3931,-79.27734375,16.28855896,-43.77413177,40.51768112
3932,-38.14557648,-6.896420956,24.56358528,73.47940826,-47.44268799,63.99116898,-38.84915543,1.645751595,3932,1.384995937,19.2179966,-51.00675583,42.3249054
3933,-43.23845673,-14.2415247,23.0631485,76.2949295,-18.84830284,83.73388672,-41.76145554,18.53890419,3933,-6.03911972,20.47029495,-76.45374298,23.92480087
3934,-43.35693359,-14.77198982,26.95331001,72.74606323,-7.627323151,85.69287109,-44.85058594,24.54660606,3934,-12.92106533,21.11710358,-79.16474915,21.06634331
3935,-48.97385788,-15.68444824,22.60379028,76.17719269,2.807762384,84.54782867,-46.18510437,25.02621651,3935,-6.178410053,20.74808121,-79.58798218,17.06841087
3936,-17.55669022,-29.16384888,13.98382568,82.26096344,-39.40644073,0.968313396,-50.31917191,33.99201202,3936,-2.089143038,25.61733818,-3.988711596,19.79685783
3937,-31.91475296,-24.46093559,22.80086136,75.37094879,-38.51887894,9.22741127,-40.64080048,15.41264343,3937,-1.312886238,20.17889023,-15.72406197,21.24795532
3938,-32.04571915,-24.12298203,25.43774986,73.03774261,-38.32474136,9.423203468,-39.76736069,-3.04185009,3938,0.21255064,19.18688774,-15.09367847,21.09917831
3939,-32.80871201,-11.72231293,23.49674606,75.13815308,-39.36306763,1.790528059,-40.52854538,-4.481404781,3939,2.005321741,18.55229187,-15.40016079,20.9131546
3940,-30.09485435,-26.49505615,22.38722801,76.27925873,-46.21936035,21.57183075,-39.01214981,1.432652235,3940,1.786220908,19.09913445,-27.10617256,28.1944809
3941,-29.83905411,-27.20734596,24.25854111,73.65962219,-49.48578262,22.12327957,-38.645504,2.175864935,3941,2.041190386,19.3052597,-27.8990097,28.77471924
3942,-48.705616,-22.73231316,46.36138535,67.36722565,3.834281921,83.8036499,30.33468056,40.40145111,3942,-79.99385071,8.093464851,-81.45722961,1.007587075
3943,-43.62313843,-9.268467903,46.58958435,66.09172058,-30.64201927,78.18523407,31.34313202,32.64211655,3943,-75.98390198,2.256062984,-64.30101013,40.92211914
3944,-43.10360718,-10.29771328,40.67422104,73.31279755,-30.30348969,78.42946625,29.78933334,28.2483387,3944,-77.55241394,-2.979433298,-66.371315,39.9964447
3945,-44.34241867,-11.97491932,37.48296356,76.97525024,-18.1340332,84.18701935,35.50531387,40.11687088,3945,-77.79774475,-3.720183611,-71.97271729,33.60004807
3946,-48.64768219,-9.496341705,37.68505096,77.0071106,-2.780784369,85.89045715,29.23797989,25.82587433,3946,-68.5764389,-7.217362404,-76.30899048,20.70011711
3947,-56.08744812,-10.78202629,39.07715988,13.61855602,34.76540375,40.21540833,29.26337814,18.7500782,3947,-64.84391022,-19.81772614,-77.76740265,10.20869637
3948,-58.63144684,-21.51754761,24.68504906,73.76902771,31.84581566,-3.608300686,-39.89492416,14.6753397,3948,-2.474950075,20.09453583,-66.09718323,-8.594778061
3949,-50.38855362,-23.04517174,25.9607811,72.86591339,31.0249424,25.67931557,-44.77719116,23.25975227,3949,-3.73401475,20.36052513,-68.05860138,-8.451259613
3950,-17.41987991,-27.33050728,24.27996445,73.88166809,-43.85736084,0.898801684,-40.68841934,13.29736423,3950,-4.13330555,19.89978409,-3.904970407,18.6236515
3951,-26.42082405,-7.452968597,27.35292625,75.83113098,-42.59292984,-5.219076633,-54.31256485,43.28328323,3951,-24.7618885,27.52923393,-8.362862587,13.46794033
3952,-31.15363693,-10.66355705,29.51304245,77.93273163,-42.61457062,-7.055449963,-40.92635727,72.34484863,3952,-50.087883,36.97504807,-1.524152398,18.68035126
3953,-17.9487915,-28.09693527,26.7227726,80.07949066,-43.83356476,-8.94648838,-39.92402267,73.0554657,3953,-33.67999649,39.16442871,-4.510685921,17.83471107
3954,-32.29608917,-14.05015564,27.13765335,79.72764587,-41.84745407,-0.562697709,-38.3310318,74.22558594,3954,-35.34297943,40.63512421,-12.9703846,15.89147663
3955,-31.73647308,-5.502584457,31.67912483,78.04473114,-43.84268951,7.655136585,-25.76343918,83.02898407,3955,-63.89162827,35.8321991,-12.2766428,15.57372189
3956,-47.14639282,-25.19054031,32.81339645,78.08639526,28.25045967,22.85868645,-18.9504509,85.43834686,3956,-67.74603271,33.25918198,-60.99882126,-18.33366585
3957,-43.30644608,-14.51963997,40.6001358,73.48731995,-7.148814678,85.72167969,29.79327583,25.3800106,3957,-77.03423309,-3.109469414,-79.35214996,20.64974022
3958,-45.60931396,-12.10037231,40.79197693,73.74015045,-17.98608971,83.97793579,31.7371521,-3.83537221,3958,-66.89215851,-8.56276226,-76.40788269,23.68811607
3959,-46.21448135,-12.75428295,33.78878784,7.84998703,-6.764370918,85.92034149,43.86842728,-44.91786957,3959,-51.9589653,-29.45003319,-78.11100769,20.29906654
3960,-51.86372375,-15.91897488,36.93435287,7.823133945,11.17801666,80.090065,41.19022751,-59.94309616,3960,-48.46491623,-32.14614105,-80.80092621,7.307578564
3961,-52.26231003,-14.94066143,37.35767746,7.43701601,8.740200996,81.11490631,34.22947311,-62.94146347,3961,-48.32322693,-32.65844345,-79.82667542,16.76348305
3962,-53.17484665,-14.41244698,30.93241501,77.91952515,11.49921608,79.82458496,-35.35085678,77.37824249,3962,-60.6391716,37.91222382,-78.81436157,9.172776222
3963,-33.23172379,-6.199351311,28.80272102,78.83570862,-43.97468567,0.07298328,-35.75091934,76.84189606,3963,-51.65607452,37.18790817,-20.86615944,15.79861546
3964,-34.14183044,-1.210541606,5.902580261,75.4749527,-43.43893433,-5.266373158,-36.15703964,75.40826416,3964,-27.72630692,33.12701797,-14.42394543,13.52307892
3965,-33.2405014,-1.52843976,25.4361248,80.69231415,-43.220047,8.021025658,-53.12710953,61.02112198,3965,-23.34856606,28.06693459,-14.28497314,14.62752628
3966,-29.84694672,0.177428707,21.02024651,79.14595032,-46.38989639,4.750990391,-44.94947815,24.62206268,3966,-7.179753304,20.96988297,-5.754460812,12.09064388
3967,-30.43840218,-0.081028908,16.73822784,79.42015076,-45.22840118,-0.258557469,-40.70783615,15.34558392,3967,-0.586937666,20.66209602,-7.442685127,12.18264294
3968,-30.64292717,0.628285944,16.28459358,79.50914001,-43.94209671,-5.449206352,-40.18229675,-1.886843443,3968,3.748300552,20.63117218,-5.751147747,11.22542763
3969,-34.5668602,-3.323597431,20.5370903,77.17249298,-45.8044281,8.279071808,-41.36470032,-9.382255554,3969,12.08945084,24.66304398,-26.20659447,18.73396683
3970,-31.4919281,-1.27212441,21.15461731,76.91049194,-46.36969757,3.292491913,-41.44722366,-9.14337635,3970,10.56331062,21.56425667,-11.18335438,14.67645073
3971,-51.94625473,-16.26421165,20.67464256,78.44074249,11.69929695,79.4257431,-40.45812225,-4.593646526,3971,6.148181915,20.19098282,-80.8451004,7.528200626
3972,-52.32412338,-15.80494404,37.92398453,8.115098953,13.58971405,76.68538666,43.49452972,-56.2906456,3972,-53.57353973,-27.83531952,-80.26678467,7.842596054
3973,-55.38927841,-15.20233536,40.73371124,11.21622467,36.6782074,38.73306274,46.7756424,-43.04724884,3973,-55.73510742,-24.18522835,-75.69060516,1.600357533
3974,-53.05591965,-16.27867126,38.55574417,73.67175293,35.67580414,39.58680725,-2.834676504,87.55043793,3974,-78.89837646,21.254879,-76.5977478,1.395317078
3975,-56.34538269,-11.9023428,20.54364586,77.18344116,36.83849716,40.71218872,-40.31418228,-4.94824934,3975,12.0180769,24.47667313,-75.61482239,4.972881317
3976,-56.48535919,-11.82252598,23.08356094,75.1144104,27.14555931,28.62055588,-39.53928757,15.11430359,3976,1.854578614,19.92295647,-72.44721222,1.380556583
3977,-57.788311,-21.74357033,26.32971191,72.87915802,28.48853111,26.10410118,-46.33314133,31.89730263,3977,-6.536586761,21.03302574,-68.58912659,-6.77195406
3978,-34.50886917,-48.7008934,28.89229202,78.74777985,32.36981583,-5.644171715,-39.82249832,72.73651886,3978,-34.24846649,39.56695557,-55.06140137,-25.0356369
3979,-34.40274429,-48.71947098,26.26182747,80.45692444,30.55476189,-3.203907967,-48.62734985,66.8039093,3979,-33.89971542,38.63079453,-56.02292252,-24.75637245
3980,-34.91901016,-2.83349061,26.68472672,79.25019836,-45.84021378,8.627016068,-55.41568756,51.5331192,3980,-24.53172874,28.17985344,-25.90740204,18.37080574
3981,-31.24328423,-0.916024208,27.23205757,76.48713684,-45.03676605,0.347067475,-46.80542374,31.16809845,3981,-21.18218994,21.28404999,-9.280050278,13.26628494
3982,-32.14379883,-5.177610874,21.60365868,77.29400635,-45.92843246,8.407308578,-45.90220261,22.33946609,3982,-2.900643587,20.08891296,-19.7974987,15.81100368
3983,-33.15646744,-8.84014225,20.61271858,77.08061218,-46.06033325,8.875351906,-46.09767151,21.99382973,3983,2.127976418,20.03199196,-28.5684948,22.59092331
3984,-37.32157516,-8.29722023,23.86385536,76.03362274,-55.30578995,29.24785614,-46.38212204,30.40672302,3984,-8.421585083,21.08260918,-39.18371201,36.53688431
3985,-42.54408646,-9.760725975,26.64650154,72.8900528,-50.86952591,56.66532516,-45.7963829,29.47595215,3985,-12.01598644,21.05958748,-55.96585846,43.13678741
3986,-43.46246719,-10.6777668,27.13042259,74.6914978,-42.30157852,69.99981689,-47.71621704,34.59431458,3986,-16.24598312,22.54328537,-65.76942444,40.2862587
3987,-45.23451233,-11.05583572,27.19660568,78.45635223,-36.09111404,74.58628082,-55.37220383,49.0766983,3987,-24.44696426,27.91693497,-70.42573547,36.29071808
3988,-45.06961441,-8.030054092,26.05182076,75.28521729,-36.82350159,74.41983795,-54.62986755,47.73160553,3988,-16.49777985,23.64207458,-55.94026184,42.64344025
3989,-45.59444809,-8.139305115,28.55466843,75.44139099,-35.74448395,75.06782532,-55.39082336,54.38151169,3989,-27.80724525,31.55398369,-64.26753235,41.29679489
3990,-63.70860291,-16.51959419,31.46966362,77.99868011,26.99603271,22.30317688,-22.81140327,83.95439911,3990,-67.62141418,33.24224854,-70.80180359,-1.924681902
3991,-63.70301437,-16.56772041,9.23330307,75.19573212,26.51378632,20.86702728,-11.58932686,86.52257538,3991,-67.28775787,31.30372429,-70.0929718,-2.667832851
3992,-59.29112244,-24.60603905,29.6573658,76.71764374,48.20464325,-41.72128296,-37.39714432,75.26979065,3992,-51.95874786,37.0030098,-57.40064621,-20.94661903
3993,-39.63533783,-49.31587219,30.1305542,77.85353088,45.53038406,-55.62191391,-40.64038086,72.26850891,3993,-60.63630676,38.04886627,-49.28303146,-27.08310127
3994,-40.75540161,-50.24720383,31.44334412,75.73010254,29.55393982,-76.0822525,-39.80705643,72.78318024,3994,-61.89125061,38.28053284,-41.00116348,-38.07579422
3995,-45.80223083,-9.443585396,29.06455803,71.71949768,-34.15447235,75.90422058,-53.90888596,31.19030762,3995,-22.64159203,21.89519691,-66.94063568,39.9500885
3996,-46.41931152,-10.68135262,31.78251648,73.76942444,-29.52800751,79.16260529,-52.44767761,59.72072983,3996,-50.66775131,38.89138412,-72.29550934,34.2218132
3997,-46.61159134,-23.85407829,31.54799652,70.12018585,-36.40822601,73.70056915,-51.8688736,54.14002609,3997,-32.3115921,33.01806641,-72.72908783,31.64896393
3998,-37.26521683,-7.516829491,29.87281036,71.72599792,-59.68531036,45.78255844,-56.94939804,43.99232483,3998,-30.52496338,31.67965889,-43.83495712,40.53938293
3999,-33.16301346,-3.161927223,29.30652046,72.02353668,-46.13120651,8.462135315,-56.72235107,43.51249695,3999,-29.31220055,30.91254616,-19.69818687,15.09840012
4000,-30.60910225,-3.305469275,30.81801033,72.0644455,-45.46478653,-2.796984911,-40.9873848,72.94508362,4000,-51.12903976,37.9007988,-8.189391136,12.41876984
4001,-30.18602371,-3.999627829,31.68623924,76.34703064,-46.81733704,-8.422186852,-22.03732872,83.27425385,4001,-68.35514069,33.35395813,-7.886122227,11.75689411
4002,-30.63881111,-5.638972282,30.64486885,70.15274048,-47.63573074,-6.207188606,-53.09273911,25.74596405,4002,-21.96053314,20.38499069,-14.49942684,13.02351761
4003,-38.00820923,-50.13222504,30.95973206,68.17557526,47.05585098,-46.46073914,-49.94618225,19.30971718,4003,-5.319816113,19.24337006,-52.41079712,-26.51186371
4004,-36.66345215,-19.83455467,30.17672539,68.72335052,-14.98055935,86.28018951,-49.31655502,17.00846863,4004,-5.119006157,19.17107582,-72.52277374,28.03126717
4005,-31.14589691,0.630210042,36.97612,45.92592621,-46.61588669,5.064956188,-43.98106003,-5.348815441,4005,11.68162537,15.12245941,-14.74226761,13.70252419
4006,-38.47283173,-7.622897625,37.14392471,45.78017426,-56.500103,29.06681633,-43.98469925,-6.283145905,4006,2.979065895,11.47048759,-44.9111824,41.33880997
4007,-34.8276062,-13.83842278,37.02259827,44.7243576,-49.86709213,54.78141403,-44.23284531,-9.078215599,4007,11.92278671,14.83580303,-51.55931473,42.09254074
4008,-31.13058853,0.775197089,37.47900391,44.09177399,-51.10480499,17.43706512,-44.82999802,-0.546119034,4008,7.315052509,13.51368141,-15.47711182,14.17637348
4009,-31.021101,0.581967831,37.64773941,44.24368668,-46.42817307,7.653575897,-44.76677322,-0.270716995,4009,2.512892246,11.27250767,-14.29819775,13.51836491
4010,-30.35733414,-0.179304615,33.10205078,71.99331665,-46.85329056,4.53716898,-45.68505478,68.01792908,4010,-52.21326065,40.36574173,-8.371727943,12.57765484
4011,-30.52163887,-4.147814751,30.4036808,72.51847076,-47.00778961,6.080685616,-44.84892273,69.03018951,4011,-36.23210526,40.14522171,-14.40642643,14.09048271
4012,-30.78877068,-2.740571976,30.68420601,69.0506134,-47.0128212,3.480173111,-50.88218689,20.67973328,4012,-21.77117157,19.95011902,-13.93081188,13.62428761
4013,-32.00073242,-3.939400196,30.32035637,68.83171844,-53.47195053,19.12659264,-45.64379501,8.673560143,4013,-10.95092487,16.45173073,-22.4549942,18.60064507
4014,-34.42055893,-13.80232048,37.14611816,45.20956421,-57.69050598,29.59375954,-44.89133072,-1.092326045,4014,5.610116005,15.11567497,-29.84790421,27.55870628
4015,-32.75110626,-8.021605492,31.32991982,68.00051117,-57.01705551,28.65706825,-49.05511856,15.95556355,4015,-10.90972996,16.5930233,-29.75732994,26.91394806
4016,-33.84142685,-3.27290225,31.31700897,70.359375,-55.56438828,25.25226974,-57.91421127,45.74931717,4016,-32.10820389,32.32463837,-29.31036949,23.6212368
4017,-43.85241318,-9.675366402,31.23361588,70.97884369,-26.69034004,80.65729523,-47.65748596,65.03648376,4017,-35.6750946,38.11926651,-69.73848724,36.99926376
4018,-48.01127625,-24.04781723,32.55105591,75.43888092,-0.48653546,84.69264984,-19.26811981,84.35620117,4018,-69.11347198,33.75288391,-77.67900848,-4.272118092
4019,-47.55246735,-22.7492466,31.74066353,73.75054932,-18.32950401,83.70632935,-45.35765457,68.05665588,4019,-53.06955338,40.8233223,-84.31565857,3.075481415
4020,-42.84154892,-10.66745663,32.28525162,72.7101059,-35.63743591,74.91000366,-30.49477196,78.3550415,4020,-62.10342789,38.3366127,-64.98100281,40.50267792
4021,-45.5813446,-11.08798027,31.40028954,75.13432312,-31.33345222,77.50778961,-28.70979118,79.67566681,4021,-66.45137787,36.07269287,-71.93591309,34.83932877
4022,-45.21625519,-8.572122574,28.23377037,80.525177,-36.08407974,74.70976257,-46.97264481,65.32939148,4022,-36.5581131,40.28115082,-66.27397156,40.4889183
4023,-39.01163483,-2.359617233,29.55357361,71.65937805,-47.70836639,63.05789566,-50.80596924,54.63901901,4023,-28.3269577,29.29157829,-40.64318848,38.30955505
4024,-31.34967804,1.046885848,31.18359947,74.47340393,-57.81415939,32.17864227,-46.93996811,65.12503815,4024,-59.71993256,39.71170425,-17.10421944,14.38080788
4025,-39.69135666,1.593285203,29.68745613,72.24934387,-56.90231323,23.12247276,-48.72966385,60.68678284,4025,-37.53585052,38.26465988,-32.25534439,22.18809509
4026,-38.1596756,-2.02140522,29.82471657,71.39199066,-58.17990875,33.08322144,-49.43286514,58.35245895,4026,-32.66215515,32.87511444,-34.03694534,26.82888985
4027,-39.02690506,-2.77860713,31.71348953,67.78949738,-60.56344223,44.83116531,-58.77217865,44.73569489,4027,-27.88840294,26.87196732,-41.38904953,38.07406235
4028,-40.0091095,-3.550597429,31.49395943,68.22564697,-48.73048019,60.3617363,-54.73897552,36.39022446,4028,-21.43461609,20.86215401,-51.07535553,43.07033539
4029,-38.52545929,-6.715108395,31.96621704,68.01602936,-49.10822678,60.18058395,-56.32779312,43.53264618,4029,-27.55859947,26.98303223,-51.17705154,42.47825623
4030,-37.83716965,-7.791769981,33.51303101,72.44347382,-49.68748856,54.9852829,-35.01522446,75.58379364,4030,-63.82404709,39.6577034,-51.02929306,42.68821335
4031,-50.38757324,-12.41519451,32.10255432,75.22627258,-7.655321121,85.57469177,-27.25140953,80.86864471,4031,-66.87271118,36.13473129,-80.3890686,18.71375084
4032,-48.78098297,-21.96533585,34.39094162,71.9153595,-6.45865345,85.86100006,-31.26438713,77.9832077,4032,-60.35699844,38.64738464,-84.14316559,2.985062599
4033,-43.00780106,-14.43683338,35.03225327,71.86756897,-28.31924438,79.89419556,-29.71520996,79.46136475,4033,-64.19385529,40.13584137,-72.24882507,32.73534012
4034,-36.19190216,-2.560836792,34.62035751,72.31360626,-57.53289413,42.08170319,-23.1874733,82.58769226,4034,-70.03807068,34.81661606,-31.05414391,27.56983185
4035,-33.30866241,-3.119837761,39.23678589,74.45851135,-46.71889114,5.231386185,36.06405258,38.74742508,4035,-78.67852783,-5.400836468,-18.74645996,14.27857971
4036,-31.03574371,-0.341979504,10.72377205,73.14943695,-45.34632874,-2.209642649,31.34115028,31.14237404,4036,-76.18411255,-15.8038063,-8.325936317,12.21239853
4037,-27.67543221,-0.423158646,39.04656219,73.79463959,-45.28113556,-1.290589452,29.77135658,42.91895676,4037,-81.08828735,1.003800035,-1.673378348,9.686984062
4038,-29.73074532,-4.105614185,39.83350372,73.58197021,-46.16596222,1.099782348,34.94792175,39.81930161,4038,-78.43978882,0.070876122,-7.480983257,12.43700981
4039,-29.21218872,-4.52311039,42.01459122,10.45095539,-45.51238632,-1.536800504,31.05752182,-67.6832962,4039,-47.8503952,-29.11052895,-5.402835846,12.22212982
4040,-28.11353683,-1.376850963,38.08486176,7.449674129,-45.3850708,-9.004232407,26.93337059,-67.67849731,4040,-42.24290848,-37.70036316,-2.49605751,9.827019691
4041,-26.97130394,-0.392683625,38.12052536,7.347302914,-33.36875153,-17.15098953,25.45391846,-67.06847382,4041,-42.63763428,-38.30203247,10.38917542,10.2488718
4042,-27.89890862,-0.778173923,36.86300278,7.637782574,-39.04756546,-16.86294365,33.36114502,-61.19797516,4042,-45.70402145,-35.35119629,-0.396057695,9.003013611
4043,-28.2980442,-1.318484783,37.26102066,7.231323719,-46.37675095,-8.66754818,35.00119019,-61.81711578,4043,-47.13366699,-33.76445007,-2.965242863,9.469499588
4044,-27.8875103,-0.44323051,35.82359695,6.730306149,-45.586689,-2.956161022,29.94640923,-62.2474556,4044,-46.63350296,-35.56407547,-1.3667593,9.22292614
4045,-29.40439224,-0.008787876,36.07329178,6.983921528,-46.41152191,7.147787094,35.31547546,-60.66132355,4045,-48.80476761,-32.86500931,-5.872183323,11.78543758
