HI24_MB21,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,MB21_HI24,F_source_embedded,,F_target_embedded,
165,-44.96750259,-62.01758957,50.82288742,-38.01370239,9.739213943,-22.54109573,57.95941162,-38.12023926,165,41.47559738,1.940262198,45.3547554,53.67565155
166,-65.44718933,-40.23290634,41.15237427,-14.97932243,-11.86231327,-56.43318939,66.00874329,-19.92164612,166,-12.34420395,25.83953094,-29.50304222,-22.23199844
167,-56.60991287,-23.77191162,3.855290174,42.23584366,2.167340755,-81.60286713,2.506242037,77.81693268,167,48.53149796,-56.66427612,16.59580421,72.30991364
168,3.718072891,-7.112306118,13.59615231,30.58631897,17.82106018,-10.95699787,11.87797451,57.41178894,168,46.26446915,-52.03003693,65.87837219,39.86978912
169,-44.56680298,-61.83097076,49.83503342,47.28502274,11.79485607,-23.89244461,29.58197403,60.89992142,169,43.20316696,-19.45174217,10.90614986,-37.22819901
170,9.382565498,-78.33367157,15.66283894,-6.212032318,20.74284935,-4.52986145,-6.437212467,-79.07215881,170,-8.843935013,29.06754112,41.71912384,53.49409485
171,4.914737225,-83.02876282,31.61251068,-15.11192131,11.82721043,-14.5814209,51.77664566,-30.26230431,171,-50.6711235,-10.24377155,20.95223045,74.05109406
172,-67.09270477,-38.80656433,53.01996994,-43.68158722,-6.763928413,-54.75013733,68.27210999,-42.06931305,172,22.31684494,-10.56550598,-0.084111109,47.37800217
173,-59.14230347,-43.53131485,33.60758591,-30.65099525,-9.729908943,-57.9068718,14.78056145,-77.6884079,173,-82.3613739,-28.77202415,84.52291107,-7.010258198
174,-46.9875145,-62.69798279,20.3489666,8.505517006,8.147504807,-19.37722588,1.808827758,77.13999939,174,55.71784973,-50.81485748,-30.8004818,7.47987318
175,-48.28980255,-58.91128159,9.803639412,56.56049347,-11.32133293,-51.43793869,-1.221056461,75.27132416,175,-34.8662262,-3.130848408,82.55155945,11.42510986
176,-49.93837738,-61.95526886,44.20291901,50.3442421,-15.04304504,-59.92238235,-17.07848358,38.73521042,176,-15.91296673,22.01573372,78.91078186,28.2535038
177,-68.52044678,-41.50592041,22.88421249,-38.25391388,-11.21357441,-55.41123199,-10.52365875,-84.10235596,177,30.18080711,-63.58256531,-18.79269218,42.82668304
178,-61.3416481,-46.09961319,54.95339584,36.06647873,-13.64457607,-59.46111298,27.96077156,55.15995789,178,-22.48499107,-52.89597702,-28.83153152,21.96808624
179,4.784799099,-82.90292358,30.00089645,-27.59709167,11.72066307,-14.80104828,10.41069794,-79.48867035,179,-8.870405197,83.01922607,-13.34943771,67.05007935
180,-70.28587341,-41.82427979,30.68586159,-4.922217369,-11.86152077,-58.35184097,50.97512054,-25.93597984,180,25.60177803,-17.37038612,79.30754852,0.3750875
181,-25.24028015,-11.18557644,32.39345551,-18.59422684,21.74894142,-0.561993361,50.87284088,-33.04156113,181,38.09344482,-72.59349823,-7.995855331,-25.45589638
182,13.8459034,-63.86044693,-36.92416382,57.99452209,21.07280731,-5.285241604,25.17795372,-65.82060242,182,19.86157036,8.290049553,1.774358749,-55.30413818
183,9.195468903,-85.38529205,17.81573296,-0.101045281,16.76425171,-5.907276154,39.47982788,-9.203848839,183,-56.34962845,-50.77654266,-2.827754974,-39.66614914
184,-71.60539246,-42.22894669,26.15764999,-7.102351189,-11.65296459,-55.46580505,3.107121468,-73.32056427,184,-64.0580368,-5.210181236,16.11490631,78.46214294
185,-17.13784599,-73.42803192,46.02298355,-24.91031647,15.17224598,-16.34778214,39.90608978,-59.04593277,185,32.10274124,18.15592384,-79.83857727,-47.55620193
186,-50.44556046,-0.40468052,28.4272213,-24.24664879,13.02812004,76.10007477,8.514373779,-78.15696716,186,13.92188263,33.94685745,-12.44502163,-0.423602015
187,-53.04232788,25.51845169,5.952771664,20.9329319,-11.11138725,82.59173584,10.21647358,77.74912262,187,27.20223808,-76.40991974,-26.96713066,33.40335846
188,-71.52870941,42.2795105,30.05900955,-28.99503517,-77.49376678,-27.13174248,12.44768524,-79.21941376,188,-62.66690826,30.35403252,58.34343338,44.93677521
189,-67.25701141,-42.02151489,30.20248222,-29.41801071,-11.56433773,-56.41628265,11.74418831,-79.75930786,189,31.25781631,-72.39629364,-16.05391693,-19.91513252
190,-40.03263474,15.34860134,66.26315308,-7.271381378,9.889313698,79.40802002,75.25296021,3.394294024,190,-35.34002686,-19.40398216,-65.32642365,7.992407799
191,-57.40333176,33.58542252,67.02542877,-13.37899971,-7.050571442,82.9875946,40.85258865,17.28775597,191,18.02975655,-3.341408491,-7.48327446,-59.46658707
192,-19.16549683,-58.10468674,6.863982677,18.75246811,9.871995926,-16.51668549,14.68706799,83.09343719,192,-74.40670776,-31.07566452,56.13487244,22.46562195
193,-44.23208618,-58.06679153,15.27836323,46.8263855,2.162549496,-28.24075699,-25.09382439,65.19592285,193,53.665802,-42.22182465,12.60764313,77.14661407
194,-37.3969841,17.67760086,49.09867096,-38.12511444,-12.36669159,80.00754547,48.20220566,-46.9750824,194,-30.1756897,-37.3273201,-7.378264427,-47.94088745
195,-48.10847473,-62.10742569,37.82218933,55.21309662,6.865912914,-18.76041412,34.24873734,61.80255127,195,-53.91152954,6.387256622,-0.935084164,-41.49502945
196,20.90122414,-68.43292999,-38.95810699,61.51094055,18.56239891,-1.860177875,21.61695671,-67.39673615,196,-63.56520844,-5.56090498,54.38652802,32.38609695
197,-45.57556534,-61.82619858,13.46115303,2.883326769,8.972037315,-19.63151932,47.73232269,51.64326859,197,-48.57174301,57.81049728,-33.59591293,-83.51313019
198,-33.82490921,-12.64945602,20.20363808,0.100732736,20.23356438,0.954031825,43.08579636,-0.704330325,198,45.68970871,-31.5288887,28.69419098,13.01087093
199,20.07240295,-68.75769043,27.61004448,3.984764099,17.90361977,-4.883332729,49.31393814,-24.02547455,199,33.59902191,-70.52921295,85.92896271,-3.827546358
200,-59.86214828,-33.8145752,16.81980896,17.82698441,-7.305511475,-55.75992203,40.18877792,65.41490173,200,-58.33091354,-48.78606796,-35.9311142,63.30200577
201,-32.38491821,-46.91601563,46.7843895,-37.09997559,35.13742447,-21.26641846,4.667592525,-74.62120056,201,-68.51528931,-48.99298477,-12.22117043,73.07151794
202,-63.52615356,-44.562603,32.61463165,-14.53256702,-12.96189594,-61.28263855,52.04624557,-30.42430878,202,31.70224762,-74.64247131,-18.87889671,-17.52421188
203,-47.8816185,-63.52135849,20.25952911,12.50882626,7.748525143,-18.9782505,30.25426865,58.28755569,203,-75.65054321,-34.72798157,-5.004077911,-39.03246307
204,8.915184975,-85.44767761,2.257835627,28.80696297,15.82612991,-6.945683956,19.38012123,1.140591741,204,32.07389069,-5.828633785,66.90677643,1.885693908
205,-23.37132263,-19.82244682,35.25635529,-27.27606583,32.76475906,-20.6093998,42.33638382,-48.88336945,205,-35.49676132,-2.650297642,-25.4430542,77.40699768
206,-8.409117699,-63.40386581,30.99191284,-24.25056458,19.26480484,-15.19308472,50.42399216,-52.91473389,206,-81.70418549,-32.61709976,-8.304258347,-37.96158981
207,-53.95918274,24.26577568,23.11330414,-2.780080795,-79.33248901,-10.76011086,50.60733795,-11.77662945,207,-75.93447876,-34.50076294,36.20402527,47.37152481
208,4.249321461,-81.76274109,2.492106915,44.08663559,14.31688786,-15.64822197,1.662960887,78.40507507,208,-27.6832428,8.856786728,63.51338959,3.072173595
209,-47.77806091,-62.50967026,33.35296631,6.047273636,7.52505064,-19.11831093,-5.567237854,-78.28820801,209,-13.71327496,31.20166206,76.604599,26.41636276
210,-64.18309784,-42.18535233,39.02167892,-1.885972142,-10.32824993,-56.71213531,31.40788651,34.20426941,210,-36.27655792,-7.806951523,-5.853010178,51.11174393
211,-29.16503334,-22.74911499,19.23339081,3.799067736,1.609335303,-80.53813934,54.10152435,1.664288282,211,14.42404842,25.14842033,-31.0257225,54.64404678
212,-73.45297241,-31.43307114,7.045098305,59.39129257,-7.488924503,-49.06578445,-30.09074783,67.26681519,212,41.58312225,12.49661446,-9.063084602,-16.442173
213,-7.517845154,-62.66589355,67.13696289,34.36680603,17.93693733,-14.39055538,-12.4443531,16.72676086,213,-30.13000488,-35.46110916,-36.76350784,60.31655884
214,-63.95590973,-42.87677383,-18.7600708,84.02560425,-10.39187241,-57.35676956,60.1150856,-70.58766174,214,-56.02703476,7.081325054,-2.953699112,41.72315979
215,-66.77056885,-42.57436752,-32.41556168,79.70372772,-11.46035767,-60.73693848,54.64267731,-76.47631836,215,-38.65018082,60.67580032,-35.66649628,4.589937687
216,-35.07601547,-47.69880676,-34.99760437,61.46070862,12.30720901,-23.11962318,24.12431908,-64.58615875,216,-73.27548218,-33.9130249,77.65111542,8.895853043
217,-58.50214386,-43.97909927,3.677141905,45.55657959,-8.953987122,-58.1598053,-4.574882507,77.1776886,217,34.60131073,-67.92094421,54.07667542,31.53861237
218,26.00716209,-23.26875305,-36.69445801,62.92766953,3.896950006,-81.57972717,24.13962746,-65.43161011,218,-30.28777885,-31.95727158,-34.82131958,68.32450867
219,-62.71376801,-43.87548065,7.802885056,18.93331146,-10.7053318,-58.44776917,12.2471714,82.1337738,219,-28.80969238,56.00011826,-3.776895761,-46.91573334
220,-8.096707344,-63.67596436,55.22782516,-46.02704239,17.2906723,-15.50719833,67.07491302,-42.0327301,220,46.55435562,-55.82353592,-24.79919434,-8.69397068
221,-74.62554932,-26.27113914,12.99903107,38.39727783,-5.929344177,-51.29952621,1.126327515,69.96537781,221,50.87914658,-41.48076248,83.36701202,7.105053425
222,-47.91235733,-1.591837406,9.033097267,4.873984337,11.86686707,76.39974976,38.43932724,64.69358826,222,-40.7011528,5.010550499,28.53693962,67.74143219
223,-34.42573929,-47.91627884,29.87109566,-29.91953087,18.86754036,-22.42899704,13.99435043,-79.22037506,223,-73.21331024,-53.11988831,-33.01432037,39.45119476
224,-47.37591553,-2.751488924,30.12695313,8.604049683,12.8418417,75.82885742,29.11257744,65.80657196,224,-48.36556244,-15.17481995,-30.88098526,53.96859741
225,-66.15034485,-39.69609833,25.85420799,-25.23531532,-8.219882965,-54.26561737,7.502870083,-77.72180176,225,51.97402954,-33.54111099,-8.729146004,-36.90162659
226,-65.08417511,-39.70921326,66.2124176,20.38902664,-6.260882378,-53.90512848,59.02590561,7.501014233,226,27.7532959,0.37125802,-5.528346062,40.08919907
227,-46.99094391,-62.65535355,41.42191315,-22.94729805,8.145000458,-19.35385704,49.3993187,-50.88217926,227,28.33455276,-75.34140778,-13.43480396,81.57227325
228,-63.39748001,-37.47560501,21.40265274,7.711428165,-9.821921349,-53.64744568,31.10120392,60.71709061,228,-56.21543503,-22.96337509,64.92819214,4.699849129
229,-20.28287506,-60.87677002,-24.50868988,58.44239044,10.78792667,-15.22994518,29.47506905,-57.44406509,229,-64.87800598,26.75090027,-48.85825729,-38.57239532
230,-68.18716431,35.30477142,49.24101639,-39.36282349,-70.09699249,-8.087759018,50.44464493,-50.47781754,230,43.10029221,-54.78066254,-22.24082184,70.10551453
231,-45.56436157,-5.646369934,37.29206085,-4.029210567,9.687520027,74.38247681,49.54522705,9.410849571,231,-79.71612549,-37.32091141,-44.99688721,-36.9881134
232,-48.3281517,-51.80955887,26.71668816,42.74324417,8.906671524,-19.08408928,-48.56140518,13.53565407,232,-28.86759186,14.03147507,18.72894096,41.73695755
233,-63.55274582,-42.71559906,27.59094048,-2.824592113,-11.02741337,-57.13848495,55.89369965,-10.66230297,233,23.87006187,-10.83279705,36.05534363,49.13764572
234,-59.44875717,-33.12092209,56.63833237,-35.67638397,-5.486402035,-54.81386185,61.79425049,-30.15665245,234,-41.79994965,60.49193573,-4.275669098,1.43902421
235,-48.0839653,-51.76239777,48.32159042,-38.25831223,9.124446869,-19.42123604,49.8842926,-53.64913559,235,45.17430496,-45.39037323,-13.1183157,32.65005112
236,-46.93783188,-51.85634995,37.31879044,-44.87737656,9.667673111,-22.81821823,12.80489922,-79.97128296,236,-6.161818981,27.81198883,-31.14739799,2.599836111
237,3.118524551,-82.18558502,-18.77830315,14.5432539,11.32591057,-15.12644768,17.00216866,2.869439602,237,-58.33769608,-24.52292061,-33.83368301,21.2720356
238,-48.8476944,21.99174118,8.030936241,18.52001381,-7.900819302,82.38806915,12.17551041,81.67963409,238,29.74359322,-28.52481461,33.56545258,49.45857239
239,-40.60197449,-68.06121063,24.12428474,52.5789566,8.957794189,-19.37083817,-65.9147644,18.3103714,239,-43.21696472,-44.85300827,-62.7348175,5.319420338
240,-34.93600845,-47.69778061,12.17052746,63.66834259,13.1376543,-23.34612274,-84.93515778,29.75759697,240,48.62629318,-47.99736786,-8.348047256,9.30092907
241,-45.94499969,-38.7682991,-14.92285061,82.30582428,11.40579128,-43.65391541,46.97106552,-73.24163818,241,21.57376671,-13.81328011,-4.942559719,54.1608963
242,-40.41385651,14.51166058,11.64329338,36.9903183,10.98750401,77.56279755,-0.429448932,62.8518219,242,-70.80098724,-27.75248718,-2.587397575,-55.97220993
243,-22.74357796,-21.54701424,-38.42962646,61.54031754,35.49267578,-20.63352394,22.66066551,-68.84626007,243,-30.25752831,-20.82246208,42.50031281,18.22739792
244,-23.87998581,-32.9452095,12.1570797,5.029706478,28.6898632,-11.34038639,38.88188553,66.08446503,244,-65.04579163,-47.55116272,-13.25918388,-71.2893219
245,-19.33177185,-60.02170181,61.31990433,47.82744217,20.63906479,-5.775418282,-35.4491539,-1.928403854,245,-1.093934774,12.34085751,51.03456497,34.73482895
246,-71.512146,43.4956665,30.66177177,50.47537231,-76.76768494,-27.86869812,-22.9268589,-31.6142807,246,45.73301697,-55.69608688,-10.54234695,54.03132248
247,3.143757343,-5.494267941,38.53622818,-12.55686378,24.98263359,5.574546814,63.08832932,-41.48465347,247,-7.477529049,-5.819780827,8.396058083,59.566185
248,-47.89169693,17.88432312,-23.67504692,77.07150269,-7.962760448,82.01815033,48.81380463,-79.33711243,248,-78.03826141,-28.91610336,-12.83378983,-70.74318695
249,-28.93064117,-22.08677292,76.05802917,22.03926659,0.777053773,-80.26929474,-6.629430771,39.8820343,249,44.6168251,2.640941858,85.71855164,-11.78507423
250,-33.43583298,-12.95577621,68.70304108,23.05541039,10.36005402,82.41525269,9.942754745,32.00341034,250,-31.98985863,-79.15307617,-14.68439865,55.85158539
251,-13.32225704,18.40265274,-18.83377075,14.86359692,2.539382696,77.99463654,11.40842152,77.58010864,251,-32.24027252,-40.50071335,-11.17677212,-1.06482923
252,-18.75388908,13.19165897,27.72527504,-7.099185467,9.897478104,79.91194153,47.81058502,-27.37704849,252,50.94493103,-5.834911346,-16.93772888,50.29516602
253,-75.21720123,-24.57594299,23.79015923,5.4453125,-1.848026752,-49.38336945,40.80150986,3.566484928,253,33.37722778,-28.32082558,-7.890367508,54.72677612
254,-45.40462875,22.22361183,58.07607269,37.82218552,-75.08952332,-5.680868149,-2.84518075,49.81123734,254,10.43574524,-87.46364594,-7.816682816,-60.13742447
255,-17.53167725,12.80007172,-24.25745201,81.48506927,1.937196493,78.95585632,48.57433701,-76.84913635,255,42.91056061,10.88327599,45.5688324,53.13433838
256,-66.68658447,-39.73693466,-25.56749535,58.48683929,-9.053399086,-54.89441681,23.23755455,-61.4910202,256,-29.78820229,-24.10137939,-43.52176285,61.33919907
257,-80.40104675,-22.60803223,12.47302055,32.6939621,-8.141173363,-51.0177803,2.774420977,64.38921356,257,32.72716522,-28.76151848,-27.02435303,70.33959198
258,-68.24271393,34.61598206,-40.09360886,69.21354675,-77.76700592,-24.91194153,21.91238403,-75.19236755,258,12.17288113,-1.105880499,-12.78444386,-23.77972794
259,-48.16069794,22.58609009,21.81621742,-0.876693428,-75.39891052,-6.744103909,50.83892822,-11.62876034,259,-22.70174408,-53.75370407,69.39651489,36.95544052
260,-75.86445618,-28.96366882,43.39950943,-50.41788483,-5.837356091,-48.02091217,51.36255264,-39.7891655,260,-11.14149952,66.36927032,11.51389408,-33.56252289
261,-69.67330933,-16.35482025,35.50191116,0.84762907,12.26956081,-47.13354111,42.6885376,-18.24263573,261,-45.93780136,35.36481094,68.20522308,27.5184288
262,2.295917749,-10.32098389,-27.39997101,56.92471313,26.6174202,-6.430606365,20.74024773,-66.01168823,262,23.04719734,-12.64773655,-13.79434681,31.03137207
263,-33.80932236,-11.790411,33.53876114,-30.88612747,10.00477028,81.69351959,14.72248363,-77.7907486,263,-18.0004921,-24.89884949,-35.51774597,22.87342072
264,-1.701703668,-38.04710388,42.80938339,55.14266968,28.20848465,-8.239124298,-26.05491066,35.32593536,264,41.17411423,-48.52498627,-28.47302055,26.25427818
265,-59.76755524,-33.62569809,-8.1726017,61.6836586,-5.84053421,-54.73055649,-17.96891594,-28.44623947,265,29.10487556,-20.34034348,-8.048540115,-10.8315773
266,-29.5813694,-22.85601425,28.05885124,-4.736662388,1.612011671,-80.95967865,51.14358902,-14.08833885,266,50.5906105,-33.51834869,-54.23326492,-2.295964479
267,-67.48931122,-38.17700577,59.5377655,-1.268999457,-4.902570248,-53.81930161,63.32084656,-14.43391609,267,-10.90932465,57.70210648,82.14984131,5.033116817
268,-78.39805603,-24.19845772,45.36176682,-11.03526878,-4.577548504,-48.10207748,70.89432526,-38.33544159,268,38.04787827,-62.50147629,-27.37672424,26.68317795
269,-58.33176041,-30.65813065,31.3669796,-26.96577644,5.505055428,-30.65756226,37.42591476,-57.7007103,269,10.94680309,-86.95050812,88.90513611,-0.41574657
270,-53.01292801,25.65330124,5.54566431,43.7893219,-8.345060349,82.6461792,-27.47955513,65.49469757,270,-41.48563766,30.09403992,-5.392870903,56.88183975
271,-69.97904968,38.18695831,25.78565216,-5.324889183,-76.71046448,-26.82889557,2.793574572,-73.87939453,271,43.39019012,8.335173607,-9.818890572,-12.11649513
272,0.215442955,-7.420331001,19.30387688,-14.92081165,46.73616791,52.7388649,-7.583658218,-81.52136993,272,15.51874638,33.2577095,-7.421916962,44.75216293
273,-42.21252441,-59.9586525,11.39476109,33.48735428,23.10736465,-25.50793457,38.19189453,65.18379974,273,16.35034752,24.60918427,57.77184296,42.19597626
274,-46.75818634,-60.72061539,20.22380066,12.21780586,6.890347958,-18.75552177,49.93367767,35.86647415,274,-81.98976135,-36.30437469,-10.70458794,46.0676651
275,11.19210815,-2.680668116,7.794943333,57.51249313,17.99211121,-7.687402248,-36.03496552,61.94095612,275,-75.09111786,-50.66810608,-21.09496307,72.58127594
276,-48.2553978,-58.90930557,23.41156387,-32.77201462,-11.17583847,-50.96950531,-7.475100517,-85.880867,276,18.97863007,-83.94289398,-14.26648045,49.18206024
277,-63.16954041,-37.22583008,-18.85353279,84.42758942,-7.956775665,-47.99331284,60.88090134,-69.65348053,277,29.84246826,-1.939746261,-25.45863342,73.30725098
278,-78.10033417,-28.16017723,25.68669128,9.099306107,-8.183915138,-51.43852997,3.369158745,35.81694794,278,18.21624756,-11.05923939,89.61424255,13.99611187
279,-72.89337921,43.90587616,19.61222649,2.556149244,-73.21138763,-32.82841492,52.34704971,1.366096973,279,-8.651983261,29.60718346,-13.16810417,-1.098221064
280,-47.00500488,-62.52232742,6.771347523,58.64087677,8.616594315,-19.87083435,-26.80379868,68.45425415,280,9.570718765,-87.99600983,-8.920427322,-29.76848412
281,-65.96072388,-39.61141205,47.1204567,-7.248649597,-7.197822571,-53.36678314,63.60997009,-13.96648121,281,-62.08973694,24.05353355,93.47717285,4.214354038
282,-20.67388344,-58.75165939,67.3095932,22.34766006,14.39006329,-16.7388382,27.07772255,40.64115906,282,35.96294403,-29.49481583,-0.222787604,88.93187714
283,-4.407169342,-77.60844421,65.65380096,-7.060730457,17.21472168,-17.86070633,66.78740692,-9.96432209,283,-59.13933182,-20.12900352,-8.608979225,8.748641014
284,-67.12280273,-44.71846008,-18.89122963,67.53813171,-13.29367638,-61.73028946,31.39492989,-71.31822205,284,-3.459612608,-2.036620855,-13.62563992,-35.93536377
