HI24_HI22,x_source_embedded,,x_target_embedded,,F_source_embedded,,F_target_embedded,,HI22_HI24,F_source_embedded,,F_target_embedded,
166,-46.50447845,-61.68087387,-58.94736862,-44.35420227,41.67343903,-62.48940277,27.82891846,-73.1834259,166,-41.41713715,29.09536362,-51.78210068,9.442061424
167,-8.587927818,-79.01107788,-26.78349876,-50.19267273,56.57786179,-60.7647438,20.65480423,-78.63095093,167,-42.19720078,35.20217133,-45.18732834,-7.751540661
168,7.479798317,1.473340392,32.45053101,-31.84347725,54.35749817,-11.38001633,19.97198868,-78.6309967,168,-42.13824463,37.53945923,-32.53028107,36.81480408
169,-72.80058289,-4.524357796,-9.133440971,-73.43113708,75.10003662,0.210144609,49.90040207,-58.45578384,169,-44.94983673,-7.108250141,-65.04828644,-12.07960224
170,-42.34415436,67.35198212,30.21814919,-37.27364731,52.13692093,60.811409,43.99803543,-34.84075546,170,-34.02315903,4.52437973,-17.2960186,-12.27649975
171,-46.10234451,72.6198349,-25.1193428,-15.12114334,39.7369194,-55.50880051,30.06212616,-73.55758667,171,-40.98874664,32.84336472,-45.50603867,15.31897354
172,-47.64932632,-53.57162857,-58.33472443,-44.07218552,52.63737869,-63.96410751,32.24345398,-80.84637451,172,-41.00777435,27.77430916,-63.90758133,0.378447682
173,-26.11907387,-38.94820023,-25.75770569,-50.24465942,39.18917465,-53.33387375,28.3084507,-67.82989502,173,-39.03778458,30.05030251,-50.15605164,10.3737545
174,-74.87689972,-6.063656807,-42.68966675,-32.78386307,44.48867035,-41.0594101,39.79299164,-71.82667542,174,-43.39926147,16.2469101,-57.84432983,3.399496317
175,-71.67044067,-10.39289665,-55.42277145,-38.11899185,40.93317795,-54.51452255,35.73723984,-76.36578369,175,-49.83417511,17.19254875,-61.39391327,7.205650806
176,-46.89657211,-30.15447044,-58.97507858,-43.41788101,36.77667236,-75.42027283,20.53917694,-83.28338623,176,-44.80775452,38.66733932,-49.62365341,16.1075058
177,-59.99318695,-52.62602234,-58.42317581,-43.92955399,43.03156662,-71.08435822,25.00463295,-83.38304138,177,-42.9732666,34.20080566,-59.27236176,8.248252869
178,-39.38275528,-34.48942947,-57.83208847,-32.83847427,40.19223785,-74.70464325,24.23235893,-89.38910675,178,-46.9343338,37.3923912,-43.71880341,16.27610397
179,-46.22399902,72.47279358,-23.1784935,-12.81030083,38.97060776,-54.50173569,30.73359299,-71.48625946,179,-40.35198975,35.50107574,-45.44146729,14.61513424
180,-57.97117233,-54.03227615,-60.82452011,-40.19533157,42.86518478,-80.27490234,23.90459633,-88.42766571,180,-46.62915802,38.12806702,-60.31889725,7.951807022
181,-26.60347939,51.3686676,-25.02491951,-18.37304115,48.50253677,64.61009216,37.81332779,-61.43878937,181,-38.47009277,22.81832504,-23.56250381,40.77376556
182,-37.47197342,39.68415451,-0.617343724,6.430824757,69.17243195,24.53133011,31.62436485,-46.54935837,182,-33.56624985,36.75553131,-19.89333534,-5.581728458
183,-41.65520477,74.54631042,-23.45927429,-12.51910019,69.72332764,-18.94154167,29.78445435,-74.48534393,183,-40.5461998,35.9264183,-34.10443115,32.08844757
184,-59.823349,-55.25435257,-61.68835449,-40.8372612,43.62599564,-73.60923004,23.66006851,-89.30934143,184,-47.42071533,37.21847534,-58.56636429,9.028280258
185,-80.85435486,22.1984024,23.24184608,72.58140564,63.06271744,-19.11451721,56.08088684,3.698652029,185,42.6389389,6.191420078,-42.81173706,-3.438236475
186,42.35921097,33.23661041,21.31848717,75.71163177,66.12943268,13.7716465,27.96739388,-68.94886017,186,-37.46042633,52.59605408,40.515728,8.209747314
187,60.15720749,34.89178085,-22.30782318,-11.54211807,-28.87803078,57.28794861,38.45774078,-61.63392258,187,-36.40359879,29.44935608,50.71725464,3.658882141
188,77.62226868,50.46175385,52.30489349,74.43450165,-4.205979824,-45.65144348,-21.86099625,61.93454742,188,45.53824997,6.840487957,45.83895874,2.945728302
189,-60.08951187,-50.77267075,-61.70406342,-44.03349304,43.07090378,-71.42698669,29.48873711,-86.18395996,189,-43.95997238,29.38969994,-57.6059227,8.452568054
190,37.41240692,32.29072571,38.72520065,-22.24649239,9.044359207,61.4801712,30.07433128,-44.92288589,190,-32.73456573,37.12607574,9.909517288,36.26953506
191,66.18845367,40.82360077,-2.087825775,7.062312126,33.53053665,37.217453,27.02853584,-48.30466461,191,-33.4149971,36.61850739,42.04525375,6.661205769
192,-16.01109886,-10.4684763,-23.77774811,-16.28386497,31.48872948,-50.19839859,20.29549789,-80.70106506,192,-42.31966019,36.94955444,-36.50957108,29.44010735
193,-68.7530899,-7.033002377,-27.34614182,-21.20375252,69.00619507,-13.45334244,40.29799652,-72.69638824,193,-42.37425613,17.59660339,-65.87969971,-3.35770154
194,44.71297073,37.7579155,4.912955761,58.85774612,-44.61397171,40.39213562,69.17965698,15.67871571,194,42.41033554,11.09177303,54.35255814,5.655085564
195,-74.82532501,-7.313818455,-49.68323898,-36.92625427,43.45246506,-61.57952118,38.95434952,-77.94934082,195,-47.91597366,13.97574234,-58.66152954,8.83889389
196,0.117246851,5.524311066,-22.93995667,-16.41979408,57.7220192,-11.29814148,39.0464592,-63.0778656,196,-34.98162842,5.524018288,-23.81675911,40.66388702
197,-73.17403412,-5.489472389,-31.7159996,-41.31582642,45.17136383,-39.46027374,38.14849091,-71.64324951,197,-41.96334839,16.10459518,-57.22916412,2.381221294
198,-28.35138702,61.17550659,41.00917435,-25.20357132,20.79774284,72.22676086,55.84308243,4.139824867,198,-16.48546028,-0.165498182,-22.55058289,14.76254845
199,0.744661033,8.968717575,-24.27700996,-12.42869377,73.26358795,-5.386656284,31.61562538,-79.41520691,199,-40.49705124,34.89886856,-31.23697853,35.23390961
200,-38.28882217,-58.97531891,-57.62385941,-43.59320068,47.91129303,-54.60216904,32.14506149,-83.14849854,200,-41.02484512,23.96915436,-56.42404556,2.899511099
201,-54.44176865,0.836147368,-19.37328529,-13.38266277,38.0255394,68.12406158,28.3560524,-28.92908287,201,-40.91843796,-11.13921833,-40.69696045,-36.0579567
202,-48.00933075,-40.36402893,-57.29645157,-32.60582352,38.8865242,-74.28178406,23.71062469,-88.67638397,202,-46.63700104,39.01620483,-46.99471664,16.1231842
203,-76.50704956,-4.86039257,-27.67969704,-47.98830795,44.83261108,-54.53439331,29.31329155,-69.24343109,203,-38.62796021,24.852005,-55.98936081,7.966749191
204,-41.96186829,74.67349243,-24.71051788,-12.25058842,37.67045593,-61.23136139,22.51847267,-86.46692657,204,-48.99769974,42.7146492,-38.42159271,35.64896393
205,-21.76342583,4.282067776,34.60546494,-32.59749985,71.50697327,10.49464989,28.59366417,-46.76543427,205,-36.68603516,25.79656219,-20.21512985,-19.01446152
206,-74.10703278,27.18704605,-18.57765388,-19.41913414,75.37072754,3.873326778,37.14583969,-60.16742325,206,-38.18232346,23.99089241,-30.04255867,-9.895898819
207,59.82722473,33.57032013,42.090065,79.6858139,-48.78824234,-22.79411888,-16.25391006,80.02178955,207,59.05905914,1.197380662,70.37774658,-2.589840174
208,-46.60409164,71.19202423,-29.35299492,-23.87794495,63.48255157,-19.69449806,37.99280167,-72.84479523,208,-41.99144745,21.70879173,-46.21687698,-1.604382277
209,-75.0900116,-6.851378918,-43.06879425,-33.12824631,41.15003204,-51.68382645,38.78665543,-73.6242981,209,-43.62620926,16.21514511,-59.51430893,7.328582287
210,-47.96258545,-43.22359085,-58.15118027,-44.02275467,47.37181854,-64.36641693,26.44600105,-82.77614594,210,-41.32962799,29.27818489,-56.46800232,6.90679121
211,-4.630411625,-41.72122192,-4.279906273,-85.59602356,43.88924408,-34.90241623,30.56488228,-69.15155029,211,-38.59416199,25.94253922,-34.83340836,4.231801033
212,-43.53615189,-77.92048645,-61.92360687,-49.73569107,41.29294586,-42.72606659,43.94587708,-62.39319992,212,-59.42258453,7.631416798,-71.93626404,0.121620268
213,-73.36415863,28.57506752,38.77677917,-22.92095947,75.77692413,3.678301811,28.74741745,-46.79405212,213,-34.62483215,36.98582077,-20.34952927,-8.232260704
214,-48.33755112,-42.46247482,-52.24174881,-33.88011169,46.07492065,-63.95656204,30.21570206,-84.91013336,214,-43.5020752,29.34871292,-55.57093811,8.118253708
215,-60.16539764,-50.31667709,-60.50429916,-40.53450012,40.50211716,-74.30953979,23.73250389,-88.65002441,215,-46.64222336,38.59135818,-51.19338608,11.73469353
216,-56.04086685,-1.771412611,-1.649876833,-86.00263977,69.10668945,-16.74500656,49.74523544,-45.88969421,216,-43.58930969,-80.67035675,-52.30598831,-12.95217609
217,-29.4361496,-40.23021698,-28.39478874,-46.01106262,39.00375366,-51.68115616,29.55187798,-72.9008255,217,-40.28152847,29.01711273,-46.01122284,-4.098688602
218,-3.46697998,-74.14726257,-68.5741806,-42.70203781,49.82556534,-46.12633896,27.78359032,-72.37664795,218,-41.24183655,23.81115341,-38.61497879,-1.726454377
219,-45.41199875,-43.50101471,-53.45848083,-33.4132309,47.73123932,-64.69968414,26.28233719,-86.64563751,219,-44.36014938,34.75082397,-53.51778793,7.090510368
220,-74.53033447,27.38182068,-24.34385109,-15.42842007,72.78170776,-5.43976593,21.80684471,-80.52418518,220,-42.27071381,37.21943283,-33.4342804,3.718410015
221,-37.39130783,-78.00622559,-52.89812851,-45.25717163,52.23257446,-48.87957764,32.83188248,-81.76872253,221,-43.16448593,22.68885994,-69.26100922,-4.347347736
222,43.7986908,30.67878914,-0.10380093,7.0604949,21.02784157,72.25976563,44.81020737,-32.50410843,222,-32.04977036,35.4139328,11.92521095,38.28973007
223,-56.11606979,-1.041388988,-1.115543604,-87.17040253,73.42262268,8.255337715,28.66561317,-22.04593277,223,-42.63859558,-80.32494354,-57.9293251,-28.26086426
224,-17.45986176,71.43558502,2.527061224,11.73301411,59.62372971,57.02799988,53.59762955,-11.75705242,224,-26.76783752,35.98154068,12.17094707,38.25268173
225,-47.36590958,-61.47350693,-58.29505157,-44.33811569,47.91267014,-56.42121506,32.59014511,-81.13777161,225,-41.47253418,24.26333427,-61.76143265,3.212575436
226,-46.13856888,-61.73911667,-52.3328476,-33.76057053,44.18536758,-51.15087509,28.25727081,-84.98647308,226,-43.43909836,32.74781418,-60.55221176,-0.728749156
227,-74.83343506,-6.09988451,-42.68966675,-32.78386307,44.51358032,-41.24129486,39.79308319,-71.82665253,227,-43.39926147,16.2469101,-57.86009979,3.462610006
228,-62.83073425,-16.90335655,-52.76480103,-37.31265259,44.0249176,-60.79210281,29.58206558,-80.85044098,228,-45.88414383,22.13519096,-62.66989899,5.706418037
229,-20.22726631,-9.882756233,-28.45280266,-46.3435173,38.6314888,-62.30465698,20.67020988,-81.29069519,229,-43.65563202,37.53121567,-36.79859924,28.82901764
230,74.92953491,41.55848312,-1.631636858,6.452439785,-47.9157753,39.83008575,31.05513763,-45.55568314,230,-32.61410904,36.49856949,45.93576431,3.870287895
231,-18.01379967,70.67646027,0.786997616,8.128308296,-11.83815289,35.97411728,73.05262756,5.198784828,231,-23.59109688,10.66598415,-16.76527596,49.7858696
232,-38.38936234,-41.39299393,-1.921362638,-85.45402527,45.03516006,-54.17074585,31.1529789,-67.0687561,232,-34.33790588,6.488923073,-53.55528259,5.951518536
233,-47.42224503,-43.2062912,-43.04788208,-38.92398834,46.94583511,-65.99927521,24.87106133,-83.46814728,233,-42.61461639,35.7247467,-53.4587059,7.910005569
234,-37.55098724,-59.7140007,-39.72811508,-36.70150757,40.98942184,-45.52851868,34.11527252,-81.01564026,234,-40.28820038,23.62359428,-57.8524704,-2.447072029
235,-38.37227249,-41.39765549,-2.381776094,-85.28614044,41.97702789,-49.0408287,31.59615135,-66.86016083,235,-34.81509781,6.261951447,-59.58480072,-1.287261009
236,-62.50234222,-11.1967783,-3.172567606,-83.93146515,47.7947731,-28.34885597,27.69093513,-22.62239265,236,-42.35451126,-18.44307709,-69.72530365,-8.212738991
237,-47.86448669,71.58175659,-29.04789925,-23.54444122,36.31950378,-50.46551514,30.67307472,-74.38748932,237,-41.45871353,26.70260048,-40.93521881,13.78555393
238,50.76745224,33.39029312,-3.66450429,4.686883926,-11.33477783,78.6689682,29.39058304,-50.44678116,238,-35.39830399,37.26874924,50.0338707,3.141011477
239,-77.36174011,-2.470895052,-42.31658173,-33.55776596,43.35902405,-39.77811432,35.92090225,-82.23841858,239,-43.46258926,18.40116692,-51.5956459,3.521638155
240,-56.01332092,-1.659634233,-1.969691396,-86.93006897,66.49088287,-11.51130486,49.46456528,-46.35004044,240,-41.71107483,-15.65756702,-55.81469345,-25.67692184
241,-47.41477203,-11.67999077,-19.93660545,-23.88204193,69.95550537,0.931853414,43.19095612,-38.37941742,241,-42.76827621,-3.314815044,-78.30426788,-17.34843636
242,38.61418533,33.21239471,-5.356163979,-59.07345581,16.53128052,71.68426514,36.63433838,-45.82666779,242,-39.56031799,-4.331294537,42.03513336,11.37729549
243,-23.36624336,3.810220718,34.89849854,-44.86875534,51.56965256,70.10159302,48.07160568,14.21780872,243,-21.35588455,-25.9020195,-17.55373573,-33.38965607
244,7.143697739,-20.52270317,-21.13368988,-12.21753788,47.81953049,35.96973038,39.25042343,-62.18669128,244,-38.5255127,23.25529671,-2.887049198,-52.75600052
245,-5.182889462,-4.647485733,-5.113212109,-10.5778389,44.52106094,-2.039710283,43.88452148,-33.80776978,245,-20.27078438,-10.07161522,-10.26852512,-30.99995422
246,77.36275482,51.77224731,53.30772781,71.56304932,-3.906480551,-45.87046814,-22.7861805,61.69453812,246,41.74345398,4.311297417,42.57585526,2.520349979
247,2.097289801,24.31365967,39.58491898,-21.88213348,-15.54448223,81.36156464,49.07310867,-15.63619232,247,-26.28008652,37.02943802,-23.83027077,36.51847839
248,47.95602417,30.45612335,19.38938332,63.64682007,-31.68131638,62.47167206,54.6097374,-11.44678402,248,41.1306572,7.096750736,53.38196945,2.004192352
249,-6.89280653,-41.19359207,30.45476723,-39.09164047,49.40267563,-32.87667465,29.35033607,-46.81103897,249,-36.89907074,25.75538826,-37.52741623,-0.827328682
250,-28.64367867,61.03600311,2.685807228,5.710189819,-5.159828663,51.93069839,57.02890396,-11.24105358,250,-27.87016487,37.51484299,-21.31481171,41.59378433
251,15.18916321,40.33354568,48.40187073,-20.41187668,-39.58230591,61.76431274,57.08464813,1.165659547,251,-24.80444908,38.34155273,50.72197342,8.325237274
252,20.86871147,21.24571037,-20.49188805,-16.46754265,34.36863327,25.20896721,53.50955963,-72.56475067,252,-41.61857986,16.15884972,-19.9370842,35.89274597
253,-37.05577469,-80.44020081,-49.43241882,-45.76443481,32.08686829,-25.835886,40.01682281,-78.68687439,253,-49.42042542,9.92837429,-80.42948151,-6.444212437
254,50.97148132,35.60430527,6.241410732,59.3664856,-52.20997238,1.679953337,-20.13843918,77.3647995,254,56.38776016,11.17059517,56.53921509,9.428999901
255,20.82472038,22.9161911,39.07784271,-20.87473488,-17.7526989,63.89656067,48.01911926,-14.56456947,255,-24.09680557,35.97296906,4.679781437,37.36292267
256,-48.03754425,-60.58489609,-57.83229446,-43.9199295,48.06781769,-64.1558075,27.35257721,-83.55889893,256,-42.19277191,29.59867859,-62.26783752,3.55365634
257,-36.50313187,-87.12630463,-68.86025238,-42.19232559,49.68732452,-59.54824829,27.9487896,-72.02996826,257,-41.75227737,23.39172935,-58.00579834,-0.164856359
258,75.19074249,40.84130859,1.1001333,4.968334675,-3.904969215,-40.62633896,30.9058609,-44.23936844,258,-33.09849167,35.81436157,46.92295074,2.652442217
259,52.31744766,33.49153137,9.577383995,16.35605049,-57.78693771,-0.627178192,47.6309166,66.38100433,259,43.4979248,13.84939957,71.21537781,-2.70070219
260,-41.57743073,-80.32543182,-8.897310257,-88.5124054,38.9827652,-41.31140137,49.58535004,-59.73539734,260,-54.6084938,-2.328494787,-80.82283783,-1.779117227
261,-27.07982063,-78.28508759,-45.01249695,-43.74391556,43.37570572,5.443242073,49.44711304,-63.79801559,261,-58.56516647,-0.644719601,-88.20109558,-17.14472961
262,-11.51980591,15.18499851,37.8485527,-25.10631752,69.63917542,20.29930687,27.61739159,-46.35902023,262,-35.06241989,37.19141769,-24.94254494,15.6947031
263,-27.44098091,60.83490753,13.72802544,18.77658844,-17.31873322,32.79061508,60.40281296,51.48088074,263,42.80787659,12.25543404,-19.84873581,43.56309128
264,-38.59421921,32.16015244,48.16921616,-21.49150848,26.57714081,78.96439362,56.81285477,5.095756054,264,-24.46315575,15.46913147,-14.86844063,-14.2655611
265,-38.02672577,-59.17223358,-40.60926056,-36.54249573,45.52974319,-51.88265991,37.12311935,-82.77423859,265,-42.76284027,17.07688713,-58.61899948,-0.077686243
266,-5.852883339,-41.89827347,-27.98526001,-47.20920944,43.79925156,-35.6928978,29.56431198,-71.56307983,266,-39.78761292,28.93824577,-38.83279037,-1.75956285
267,-48.51142502,-54.67271423,-56.52570724,-41.69977188,58.42669678,-51.62815475,29.68419075,-84.90856171,267,-44.1465416,27.85116005,-69.70044708,-4.066535473
268,-37.48263168,-84.1129303,-57.57599258,-50.86829376,33.37090683,-26.32454872,39.91599655,-79.76959991,268,-53.01634216,9.009953499,-82.89530945,-3.540106058
269,-34.62212753,-62.52347946,-32.6723938,-43.43743515,62.3523941,-15.38515949,50.95837784,-58.55521011,269,-45.33355331,-6.820629597,-71.10601807,-20.60780525
270,60.1907959,34.99631119,-2.113926172,7.392678261,-18.02427864,69.17297363,27.01812363,-48.29330063,270,-32.64527893,37.78466797,50.63391113,2.45919919
271,76.47807312,44.63822174,4.791503429,59.04169083,-4.942352772,-43.56726837,60.75430298,52.97641754,271,45.23271561,12.41249561,51.21124649,1.998912454
272,-3.867963076,23.9101963,37.19308472,-32.98747635,-40.01921463,52.67363358,55.65322495,3.952888727,272,-15.03645039,-14.81385422,-14.33675861,9.345241547
273,-69.6609726,-4.344957352,-16.65539932,-20.7198925,75.80298615,28.75516129,69.03110504,-18.54886246,273,-37.11341476,-7.565982342,-60.69384766,-21.08387566
274,-72.73965454,-7.397280693,-54.21883392,-37.11353683,40.29396439,-54.66252899,28.18268776,-81.76350403,274,-46.34518814,25.4936161,-58.7218895,8.490442276
275,42.12866974,-22.90498161,34.06948853,-33.49167633,65.58860016,-44.82022095,29.02224541,-68.13467407,275,-37.81486511,26.68312645,-37.88370514,34.63817596
276,-71.63227844,-10.36022091,-52.62071228,-36.8281517,40.86374664,-50.85934448,35.76637268,-83.43832397,276,-49.27793121,16.178936,-63.34813309,5.285362244
277,-62.66311646,-16.56470871,-51.28573608,-36.81900024,41.24782944,-50.0989418,34.57118988,-78.93947601,277,-46.52702332,17.40805817,-69.81071472,0.271841377
278,-41.30184937,-82.82769012,-62.25683212,-44.40167236,53.25494766,-57.82471085,29.46294022,-86.2614212,278,-45.58394623,25.68800926,-70.77532196,-1.303961635
279,78.74990082,52.41758347,50.83325577,73.49887085,-3.43248105,-48.71192932,-48.57093048,40.4286232,279,59.79714966,2.790266514,33.14738846,38.53688049
280,-74.75437164,-6.259942532,-27.17989159,-21.76950836,49.55217743,-29.84600258,42.15628433,-65.80664063,280,-42.40133286,13.5638237,-63.58080292,-0.731455088
281,-47.29236603,-61.61208344,-56.27706909,-45.54665375,45.1465416,-52.76787949,39.16989899,-74.47214508,281,-45.50312424,12.76509953,-64.16973114,1.099895954
282,-24.90818214,-20.5026741,-40.49635315,-37.96634293,40.96247101,-40.6119957,38.89676666,-81.27401733,282,-36.66184616,6.666587353,-43.27536392,-2.869184017
283,-72.5243454,36.40656662,-30.48609161,-26.76151848,76.32754517,2.593436003,38.78873444,-64.7332077,283,-42.7756958,18.68362617,-37.24056244,-10.0615139
284,-59.91003799,-47.27479935,-62.14233398,-37.43762589,36.15547943,-82.19704437,18.93406868,-87.79992676,284,-46.90409088,39.78945541,-49.45101929,16.13338089
285,85.79096222,44.15376663,6.352524757,16.55236626,-6.017765522,-53.55681229,61.13817596,56.48070145,285,44.51931381,13.09942245,58.3725853,28.02761269
